compname,akadba,physaddr,physcity,physstate,physzip,vnumber,loccount,products,exec1,gender1,officermail1,title1,exec2,gender2,officermail2,title2,fnumber,nnumber,web,email,mailaddr,mailcity,mailstate,mailzip,yearestab,distribtyp,ownertype,sales,squarefeet,imports,exec3,gender3,gender3_d,title3,exec4,gender4,gender4_d,title4,exec5,gender5,officermail5,title5,exec6,gender6,officermail6,title6,exec7,gender7,officermail7,title7,exec8,gender8,officermail8,title8,exec9,gender9,officermail9,title9,exec10,gender10,officermail10,title10,parentname,parentcity,parentstat,onumber,header,advertiser,primarysic,sic2,companyid,datasource,bookid,newinyear,priority,addresserror,dpvfootnote,altphone,paddress,pzip5
ROLIN MFG.,,"212 Main Ave., P.O. Box 35",New Salem,ND,58563,7018437581,4,"Post hole diggers, cultivators, hitches, utility trailers, gravity boxes, calf corrals, bale accumilators & stack movers",Ray Olin,M,,"Owner, Fin. & Pur. Mgr.",Carole Olin,F,Q,Off. Mgr.,7018437582,,www.rolinmfg.com,rolinmfg@westriv.com,,,,,1967,R,I,"$500,000-$1Mil","40,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA0280,No,3523,3799,182024,2020NDMR,NDMR,1997,9, ,AABB,7012205397,,
"REITEN, INC.",,"104 1st St. S.W., P.O. Box 589",Cooperstown,ND,58425,7017972751,8,Aluminum dump & grain truck bodies & aluminum flatbeds,Jeff Reiten,M,,"Pres., CFO, R & D Mgr.",Rollie Jewett,M,Q,Sales Mgr.,7017972752,,www.reiteninc.com,sales@reiteninc.com,,,,,1967,N,,-,"22,300",N,Scott Loge,M,,MIS & Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DU0112,No,3713,3423,182028,2020NDMR,NDMR,1997,9, ,AABB,,,
SIOUX MFG. CORP.,,"1115 Dakota Dr., P.O. Box 400",Fort Totten,ND,58335,7017664211,84,Composites,Carl McKay,M,,Pres.,Jesse Allery,M,Q,"Dir., Bus. Dev. & Prodn. Control Mgr.",7017664228,,www.siouxmanufacturing.com,siouxman@siouxmanufacturing.com,,,,,1973,N,I,$5Mil-$10Mil,"250,000",N,Julie Sailor,F,,Pur. Mgr.,Jim Anderson,M,,Engrg. Mgr.,Larry Holtzman,M,,Bid & Proposal Mgr.,Leigh Nestell,F,,Hum. Res. Supv.,,,,,,,,,,,,,,,,,,,,,CO1240,No,3089,2211,182058,2020NDMR,NDMR,1997,3, ,AABB,,,
"PALMER BIT CO., INC.",,328 W. 26th St.,Williston,ND,58801,7015725271,7,"Custom-built carbide insert drag bits, PDC bits, rock bits & button bits for geoexchange, geotechnical, seismic & mining & water well drilling applications",Kevin Christensen,M,Q,"Pres., CEO",,,,,7015725447,8004212487,www.palmerbit.com,sales@palmerbit.com,P.O. Box 4155,Williston,ND,58802,1957,I,I,"under $500,000","1,500",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DR0340,No,3532,3533,182063,2020NDMR,NDMR,1997,9, ,AABB,,,
WARRIOR MFG.,,W. State Highway 38,Hope,ND,58046,3205875505,42,Steel storage tanks & hopper bottoms,Nancy Mueller,F,Q,Opers. Mgr.,,,,,7019452900,8002702701,www.warriormfgllc.com,sales@warriormfgllc.com,"1145 5th Ave. S.E., P.O. Box 8",Hutchinson,MN,55350,1990,L,I,-,"95,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warrior Mfg., LLC",Hutchinson,MN,3205875505,TA0370,No,3443,,182066,2020NDMR,NDMR,1997,4,,,,1145 5th Ave. S.E.,55350
MAERTENS MFG. ,,2245 41st Ave. S.W.,Center,ND,58530,7017943183,2,Dog food,Henry Maertens,M,Q,"Owner, Pur. & Sales Mgr.",John Maertens,M,,MIS Mgr.,,,www.hanksdogfood.com,henrym@westriv.com,,,,,1980,R,1,"$500,000-$1Mil","20,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO0040,No,2048,,182070,2020NDMR,NDMR,1997,9, ,AABB,,,
"MACHINE DESIGN, INC.",,18053 79 1/2 St. S.E.,Wahpeton,ND,58075,7016428301,4,Metal fabrication & industrial machinery,Steve Haire,M,,Pres.,Jeremy Oliphant,M,Q,Off. Mgr.,7016428302,,,steve_haire@yahoo.com,P.O. Box 215,Wahpeton,ND,58074,1990,R,I,"$500,000-$1Mil","8,000",N,Matt Korinek,M,,Shop Foreman,Steve Kurtz,M,,Machinist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0640,No,3499,3599,182072,2020NDMR,NDMR,1997,9, ,AABB,,,
WESTWAY TRADING CORP.,Westway Feed Products,16450 36th St. S.E.,Mapleton,ND,58059,7012825010,14,Dehydrated molasses,Shawn Myers,M,,GM,Melanie Mueller,F,Q,Asst. Plt. Mgr.,7012812695,,www.westwayfeed.com,info@westwayfeed.com,,,,,1972,I,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO0240,No,2063,,182075,2020NDMR,NDMR,1997,5, ,AABB,,,
UKRAINIAN CULTURAL INSTITUTE,,1221 W. Villard St.,Dickinson,ND,58601,7014831486,5,"Frozen Ukrainian food products, including pyrohy-varenyky",Kate Kessel,F,Q,Ex. Dir.,,,,,7014834366,,www.ucitoday.org,uci@ndsupernet.com,P.O. Box 6,Dickinson,ND,58602,1993,N,I,"under $500,000","1,800",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FO0433,No,2038,,182076,2020NDMR,NDMR,1997,9, ,AABB,,,
TRISTEEL MANUFACTURING CO.,,3001 N. Washington St.,Grand Forks,ND,58203,7017725591,42,Manufacturer of industrial & potato handling/conveying equipment & distributor of power transmission equipment,David Homstad,M,,Pres.,Scott Homstad,M,Q,"Secy-Treas., Sales Mgr.",7017728147,8002792689,www.tristeelmfg.com,scotth@tristeelmfg.com,P.O. Box 14716,Grand Forks,ND,58208,1962,I,S,$9Mil,"40,000",Y,Scott Boshey,M,,Parts Mgr.,Laura Bisenius ,F,,Accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG0020,No,3523,3599,182081,2020NDMR,NDMR,1997,4, ,AABB,7017725592,,
AG SPRAY EQUIPMENT,,4350 48th Ave. N.,Fargo,ND,58102,7012802862,30,Fertilizer & sprayer equipment,Dave Wipson,M,,Pres.,Lisa Hilde,F,Q,Off. Mgr.,7012930961,8003734084,www.agspray.com,fargo@agspray.com,,,,,1955,N,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG0020,No,3523,,182096,2020NDMR,NDMR,1997,4, ,AABB,,,
J P FRAME SHOP & WESTERN EDGE GALLERY,,6 W. Villard St.,Dickinson,ND,58601,7014838495,4,Picture frames & art retailer,Jeff Anderson,M,,Ptnr. & GM,Peggy Anderson,F,Q,Ptnr.,,,,jpframeshop@ndsupernet.com,,,,,1984,R,1,"under $500,000","4,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI0040,No,2499,,182105,2020NDMR,NDMR,1997,9, ,AABB,,,
DO ALL INDUSTRIES LTD.,,"502 County Rd. S., P.O. Box 8",Glenburn,ND,58740,7013627419,16,Metal fabrication & welding of farm & oilfield equipment,Josh Martin,M,,Opers. Mgr.,Jennifer Hansen,F,Q,Hum. Res. & Off. Mgr.,7013627562,,,info@doallind.com,,,,,1946,N,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE0198,No,3499,3599,182113,2020NDMR,NDMR,1997,5, ,AABB,,,
"CHS, INC.",CHS Nutrition,"8170 Highway 13, P.O. Box 187",Edgeley,ND,58433,7014932271,12,Livestock feed,Nathan Robbins,M,Q,Plt. Mgr.,,,,,7014932507,,www.chsinc.com,info@chsinc.com,,,,,1960,R,C,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CHS, Inc.",Inver Grove Heights,MN,6513556000,FE0040,No,2048,,182116,2020NDMR,NDMR,1997,5, ,AABB,,5500 Cenex Dr.,55077
M & S ENTERPRISES,,620 12th Ave. S.W.,Minot,ND,58701,7018389655,2,Wooden craft products,Mark Carey,M,,Ptnr. & MIS Mgr.,Sandra Carey,F,Q,Ptnr.,,,,msent@minot.ndak.net,,,,,1983,R,I,"under $500,000","2,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR0030,No,2499,,182123,2020NDMR,NDMR,1997,9, ,AABB,,,
"MYERS MEATS & SPECIALTIES, INC.",,2452-B 70th Ave. N.W.,Parshall,ND,58770,7017434451,6,"Wholesale & retail beef jerky, sausages & bacon",Calvin Myers,M,Q,Owner,Alex Myers,M,,GM,7017434458,,www.myersmeats.com,mymespec@restel.net,,,,,1965,N,1,$1Mil-$2.5Mil,"5,000",N,Kelsey Myers,F,,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0123,No,2013,,182127,2020NDMR,NDMR,1997,9, ,AABB,,,
"MLS DAKOTA, INC.",,"205 1st St. N.W., P.O. Box 779",Ellendale,ND,58436,7013494943,12,"All-natural protein, high-performance, low-moisture cooked molasses tub supplements for cattle, horses, sheep & goats",Joe Orwig,M,,"Pres., R & D Mgr.",Jennifer Hahne,F,Q,GM,7013494445,8004508827,www.mlstubs.com,,,,,,1992,I,I,$5Mil-$10Mil,"22,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LI0961,No,2048,,182129,2020NDMR,NDMR,1997,5, ,AABB,,,
"MOOG, INC.",,159 8th Ave. N.W.,West Fargo,ND,58078,7012827782,40,"Aircraft accessories & components, including overhauling, repairing & testing",Randall Herman,M,Q,GM,Shari McGann,F,,Cust. Support Mgr.,7012824041,,www.moog.com,smcgann@moog.com,,,,,1992,I,C,-,"22,000",N,Dixie Callahan,F,,Fin. Mgr.,Chris Duffy,M,,Qual. Assur. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,"Moog, Inc.",East Aurora,NY,7166522000,AI0260,No,3728,,182131,2020NDMR,NDMR,1997,4, ,AABB,,"400 Jamison Rd., P.O. Box 18",14052
KEITH SIGNS,,1795 S. Main St.,Dickinson,ND,58601,7012252057,6,"Neon, vinyl, metal & wooden signs",Virginia Kraenzel,F,Q,"Owner, Hum. Res. & IT Mgr.",Chad Kraenzel,M,,Opers. Mgr.,7012252057,,,ksigns@ndsupernet.com,,,,,1966,N,1,"under $500,000","6,000",N,Troy Kraenzel,M,,MIS Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI0120,No,3993,,182143,2020NDMR,NDMR,1997,9, ,AABB,,,
KING SPEED PRINTING,,209 2nd Ave. W.,Dickinson,ND,58601,7012647882,2,Commercial & wide-format printing,Kevin Ziman,M,Q,"Owner, Pres., GM, Fin. & MIS Mgr.",Cynthia Ziman,F,,Asst. Mgr.,7012647882,,kingspeedprinting.net,ksp1@qwestoffice.net,,,,,1980,I,1,"under $500,000","1,100",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0440,No,2759,,182155,2020NDMR,NDMR,1997,9, ,AABB,,,
FLASH PRINTING,,904 E. Front Ave.,Bismarck,ND,58504,7012582727,10,"Instant, commercial, digital & textile printing",Roger Kubik,M,,Pres.,Robert Miller,M,,V-P.,7012587419,8889176619,www.flashprintshop.com,flashp@midconetwork.com,P.O. Box 2263,Bismarck,ND,58502,1975,L,I,"$500,000-$1Mil",,N,Allen Kubik,M,Q,Asst. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0546,No,2752,2759,182158,2020NDMR,NDMR,1997,5, ,AABB,,,
"KNUTSON PRINTING CO., INC.",,1323 University Ave.,Grand Forks,ND,58203,7017725563,4,"Commercial & full-color printing of business forms & cards, letterheads, newsletters & envelopes, self-inking stamps & vinyl lettering for vehicles & windows",Jay Knutson,M,Q,Pres.,Phil Knutson,M,,V-P.,7017725564,,knutsonprint.com,knutsonprint@gmail.com,,,,,1969,N,S,"$500,000-$1Mil","2,000",N,Jennifer Knutson,F,,Ex. Secy-Treas.,Maddi Kreiger,F,,Graphic Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0440,No,2759,2752,182161,2020NDMR,NDMR,1997,9,S,AAN1,,,
LACY'S CABINET & WOODWORKING,,100 Main Ave.,Battleview,ND,58773,7014645701,2,"Wooden cabinets, furniture & millwork",Lacy K. Grubb,M,Q,Owner,,,,,7014649663,,,,,,,,1985,L,1,"under $40,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA0326,No,2434,2511,182166,2020NDMR,NDMR,1997,9, ,AABB,,,
AGGREGATE INDUSTRIES - NORTH CENTRAL REGION,,"2515 17th St. S.E., P.O. Box 1558",Jamestown,ND,58402,7012522691,9,Ready-mixed concrete,Doug Eougeietrich,M,Q,Plt. Mgr.,,,,,7012522781,8774652194,www.lafargeholcim.us,info@lafargeholcim.com,,,,,1955,L,C,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aggregate Industries - North Central Region,Eagan,MN,6516830600,CO1360,No,3273,,182174,2020NDMR,NDMR,1997,8,,,,"2815 Dodd Rd., Ste. 101",55121
RESLOCK PRINTING,,"510 6th St. S.E., P.O. Box 843",Devils Lake,ND,58301,7016624724,4,"Digital, color & offset printing & binding of stationery, business cards, flyers, brochures & labels",Brian Reslock,M,,Pres. & Graphic Designer,Teresa Greening,F,Q,Asst. Mgr.,7016622810,,,reslock@gondtc.com,,,,,1960,L,I,"under $500,000","1,200",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0440,No,2759,2752,182201,2020NDMR,NDMR,1997,9, ,AABB,,,
CENTRAL IRON REPAIR & MFG.,,"501 Beaver Ave., P.O. Box 68",Wishek,ND,58495,7014524245,2,"Wire winder & post puller equipment & farm equipment machining, fabricating & welding repair, including auger buckets & farm & utility trailers",James Fandrich,M,Q,"Owner, Opers., Pers., Sales & Mktg. Mgr.",,,,,8773117250,,www.dakotawirewinderandpostpuller.com,centralironnd@gmail.com,,,,,1989,L,1,"under $500,000","15,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG0020,No,3523,3715,182238,2020NDMR,NDMR,1997,9, ,AABB,,,
"NESS PRESS, INC.",,"122 Main St. N., P.O. Box 157",Fordville,ND,58231,7012293641,5,Newspaper & commercial printing,Truman Ness,M,Q,Pres.,Gunnard Ness,M,,Fin. Mgr.,7012293217,,,nesspres@polarcomm.com,,,,,1922,L,S,"under $500,000","5,000",N,Carol Ness,F,,Sr. Typesetter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0440,No,2711,2759,182252,2020NDMR,NDMR,1997,9, ,AABB,,,
GRANT COUNTY NEWS & CARSON PRESS,,"119 Main St., P.O. Box 100",Elgin,ND,58533,7015842900,4,Newspaper publishing,Jill Friesz,F,,Owner,John Schulz,M,Q,Circ. Mgr.,7015842900,,www.gspublishing.net,gcn@westriv.com,,,,,1908,N,1,"under $500,000","2,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE0100,No,2711,,182261,2020NDMR,NDMR,1997,9, ,AABB,,,
"NORTHERN PIPE PRODUCTS, INC.",,1302 39th St. N.W.,Fargo,ND,58102,7012827655,80,PVC pipes,Steve Laskey,M,,Pres.,Lyle Ganyo,M,,CFO,7012822887,8007477655,www.northernpipe.com,monal@northernpipe.com,,,,,1979,I,C,-,,N,Derrick Hanson,M,,"V-P., Engrg.",Terry Mitzel,M,Q,"V-P. & Dir., Sales & Mktg., Sourcing",Ken Doggett,M,,V-P. & Hum. Res. Mgr.,Becky Barry,F,,IT Mgr.,,,,,,,,,,,,,,,,,Otter Tail Corp.,Fargo,ND,7012324225,PI0245,Yes,3084,,182544,2020NDMR,NDMR,1997,1, ,AABB,,"4334 18th Ave. S., Ste. 200",58103
"L & H MFG. CO., INC.",,"410 6th St. S.E., P.O. Box 639",Mandan,ND,58554,7016639821,50,Branding irons & metal fabrication,Donald Helbling,M,,Pres.,Mark Helbling,M,Q,GM,7016630401,8004378068,www.lhbrandingirons.com,sales@lhbrandingirons.com,,,,,1953,I,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR0140,No,3499,,182559,2020NDMR,NDMR,1997,3, ,AABB,,,
DEAN FOODS NORTH CENTRAL,,1207 E. Main Ave.,Bismarck,ND,58501,7012233180,60,Milk,Doug Hanson,M,Q,Plt. Mgr.,,,,,7012238642,8002793180,www.deanfoods.com,sales@deanfoods.com,P.O. Box 430,Bismarck,ND,58502,1903,N,C,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dean Foods Co.,Dallas,TX,2143033400,MI0070,No,2026,2024,182563,2020NDMR,NDMR,1997,3, ,AABB,,"2711 N. Haskell Ave., Ste. 3400",75204
LUNDEBY MFG.,,2565 100th Ave. N.E.,Tolna,ND,58380,7012624721,6,Nursery equipment,Fred Lundeby,M,,Owner & Fin. & Plt. Mgr.,Jamie Bjorlie,F,Q,Off. Mgr.,7012624581,8005981228,www.lundebymfg.com,lundebyf@gondtc.com,,,,,1982,I,1,"under $500,000","2,600",N,Brandon Lundeby,M,,Asst. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NU0073,No,2514,2511,182566,2020NDMR,NDMR,1997,9, ,AABB,,,
L & L MACHINE,,1103 3rd Ave.,Cando,ND,58324,7019683187,1,Potato harvesting equipment,Larry Orvedal,M,Q,Owner,,,,,,,,llmachine@gondt.com,,,,,1987,R,1,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA0280,No,3523,,182570,2020NDMR,NDMR,1997,7, ,AABB,,,
ORNAMENTAL IRON,,1220 Dyke Ave.,Grand Forks,ND,58203,7017752819,3,Ornamental ironwork & welding job shop,Tanner Simmers,M,Q,Ptnr.,Duane Osowski,M,,Ptnr.,7017759784,,,ornamental77@msn.com,P.O. Box 5851,Grand Forks,ND,58206,1977,L,L,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IR0163,No,3446,3599,182874,2020NDMR,NDMR,1997,9,,,,,
NEW SALEM JOURNAL,,"1201 8th St. N., P.O. Box 416",New Salem,ND,58563,7018437567,4,Newspaper publishing,Robyn Thiel,F,Q,Owner,,,,,7018437623,,,newsalemjournal@westriv.com,,,,,1907,L,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE0100,No,2711,,182875,2020NDMR,NDMR,1997,9, ,AABB,,,
RICHARD'S WELDING CORP.,,11330 Highway 66,Osnabrock,ND,58269,7014963289,5,Farm equipment & welding job shop,Mitch Otto,M,,"Pres., Plt., Sales & Mktg. Mgr.",Chris Dnoit,M,Q,Welder,7014963417,,,,,,,,1935,L,I,"under $500,000","9,600",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA0280,No,3523,3599,182880,2020NDMR,NDMR,1997,9, ,AABB,,,
"WAGNER'S, LLC",Shafer Seed,"109 S. 4th St., P.O. Box 170",Oakes,ND,58474,7017422144,20,Wild bird food,Miles Thompson,M,Q,Asst. Mgr.,,,,,7017422638,,www.wagners.com,info@wagners.com,,,,,1964,N,L,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wagner's, LLC",Jericho,NY,8006452444,BI0168,No,2048,,182888,2020NDMR,NDMR,1997,5, ,AABB,,"366 N. Broadway, Ste. 300",11753
"SCHUMACHER DIAMOND CUTTERS, INC.",,619 Riverwood Dr.,Bismarck,ND,58504,7012552600,20,"Gold & precious metal jewelry, diamond cutters, engagement & wedding rings",Bernard Schumacher,M,,Pres.,Cathy Schumacher,F,Q,Retail Store Mgr.,7012559400,8006540456,www.schumacherdiamond.com,postmaster@schumacherdiamond.com,,,,,1975,N,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JE0080,No,3911,3915,182890,2020NDMR,NDMR,1997,5,S,AAN1,,,
QUALITY PRINTING,,711 3rd St.,Langdon,ND,58249,7012565246,2,Commercial printing & specialty advertising items,Karla Rademacher,F,Q,Ptnr.,Jim Rademacher,M,,Ptnr.,7012563627,,,,,,,,1969,L,1,"under $500,000","3,100",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0440,No,2759,3993,182894,2020NDMR,NDMR,1997,9, ,AABB,,,
PRESS ROOM,,223 1st Ave. N.,Jamestown,ND,58401,7012521586,1,Commercial printing,Michelle Morlock,F,Q,Graphic Designer,,,,,7012521587,,,pressroom@csicable.net,,,,,1984,L,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0440,No,2759,,182896,2020NDMR,NDMR,1997,9, ,AABB,,,
SERVICE PRINTERS,,219 S. Main St.,Minot,ND,58701,7018392371,3,Commercial printing,Harold Parish,M,Q,"Ptnr., Hum. Res. & IT Mgr.",Darrell Twete,M,,Ptnr.,7018391403,,,,,,,,1943,L,2,"under $500,000","1,800",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR0440,No,2759,,182901,2020NDMR,NDMR,1997,9,V,AABB,,,
"SOARING EAGLE OUTERWEAR, INC.",,1916 20th Ave. S.E.,Minot,ND,58701,7018382110,30,Contract sewing,Austin Hall,M,,Pres.,Forrest Walker,M,,Ptnr. & V-P.,7018524941,,,,,,,,1992,I,I,"$500,000-$1Mil","20,000",N,Zaida Hall,F,Q,"Treas., GM & Hum. Res. Mgr.",Kathy Lafleur,F,,Bookkeeper,Mike Hutchins,M,,Mechanic,,,,,,,,,,,,,,,,,,,,,,,,,SE0360,Yes,2399,,182929,2020NDMR,NDMR,1997,1, ,AABB,,,
SPORTS & SHIRTS,,203 7th Ave.,Langdon,ND,58249,7012564200,3,T-shirt screen printing & embroidery,Gael Balsdon,F,Q,"Owner, MIS & R & D Mgr.",Randy Balsdon,M,,Fin. Mgr.,7012564200,8002334221,,,,,,,1992,I,1,"under $500,000","17,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC0360,No,2396,2395,182933,2020NDMR,NDMR,1997,9, ,AABB,,,
"PETRO-HUNT, LLC",Little Knife Gas Plant,390 119th Ave. S.W.,Killdeer,ND,58640,7018636622,20,Natural gas processing,Mike Endrud,M,Q,Prodn. Mgr.,,,,,7018636620,,www.petrohunt.com,royaltyrelations@petrohunt.com,,,,,1978,R,L,-,"1,290,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petro-Hunt, LLC",Dallas,TX,2148808400,GA0340,No,2911,,183088,2020NDMR,NDMR,1997,5, ,AABB,,"2101 Cedar Springs Rd., Ste. 600",75201
INLAND TRUCK PARTS CO.,,1889 Riviera Dr.,Bismarck,ND,58501,7012586655,15,Automotive drive shafts & parts,John Schaffner,M,Q,GM,Deb Egli,F,,Off. Mgr.,7012589703,8002586655,www.inlandtruck.com,sales@inlandtruck.com,,,,,1984,L,S,"$500,000-$1Mil",,N,Andy Landsberger,M,,Asst. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inland Truck Parts Co.,Overland Park,KS,9133459664,DR0570,No,3714,,184241,2020NDMR,NDMR,1997,5,U,A1,,"7015 College Blvd., Ste. 650",66211
"FARGO TIRE SERVICE, INC.",,2020 Main Ave.,Fargo,ND,58103,7012327177,40,"Tire retreading & distributor of tires for light-duty, passenger & medium-duty trucks, SUVs, passenger cars & vans, ATVs & lawn & garden equipment",Roger Anderson,M,,Pres.,Paul Anderson,M,,V-P. & GM,7012322939,8003652161,www.fargotire.com,info@fargotire.com,,,,,1950,R,I,"$500,000-$1Mil",,N,Jaime Bartig,F,Q,Hum. Res. & Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TI0391,No,3011,5014,184250,2020NDMR,NDMR,1997,4, ,AABB,,,
KNIFE RIVER MATERIALS,,4658 7th Ave. N.,Fargo,ND,58102,7012322594,40,Sand & gravel processing,Jim Erbstoesser,M,,Off. Mgr.,David Baumgardner,M,Q,Dispatcher,7012322329,,www.kniferiver.com,acquisitions@kniferiver.com,,,,,1935,L,C,$6Mil-$10Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knife River Corp.,Bismarck,ND,7015301400,SA0290,No,1442,,184280,2020NDMR,NDMR,1997,4, ,AABB,,1150 W. Century Ave.,58503
GLEN ULLIN TIMES,,"105 B St. S., P.O. Box 668",Glen Ullin,ND,58631,7013483325,2,Weekly newspaper publishing,Nancy Bittner,F,Q,Owner & Editor,,,,,7013483325,,,gutimes@westriv.com,,,,,1994,L,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE0100,No,2711,,184290,2020NDMR,NDMR,1997,9, ,AABB,,,
HAZEN STAR,,"26 E. Main St., P.O. Box 508",Hazen,ND,58545,7017482255,3,Newspaper publishing,Daniel Arens,M,Q,Editor,Doreen Ost,F,,Adv. Mgr.,7017485768,,www.bhgnews.com,star@westriv.com,,,,,1917,L,I,"under $500,000","1,080",N,Sharon Olander,F,,Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BHG, Inc.",Garrison,ND,7014632201,NE0100,No,2711,,184293,2020NDMR,NDMR,1997,9, ,AABB,,"91 N. Main St., P.O. Box 309",58540
VALLEY CUSTOM MEATS,,"112 E. Main St., P.O. Box 68",Halliday,ND,58636,7019384377,10,Meat processing,Kelly Allmendinger,M,Q,Owner & GM,,,,,,,,,,,,,1994,L,1,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0123,No,2011,,184298,2020NDMR,NDMR,1997,5, ,AABB,,,
HAZEN WELDING,,"501 Main St. W., P.O. Box 256",Hazen,ND,58545,7017485614,6,Welding job shop,Free Karges,M,Q,Owner & Pres.,,,,,,,,,,,,,2002,L,1,"under $500,000","6,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE0100,No,3599,,184299,2020NDMR,NDMR,1997,9, ,AABB,,,
"SANFORD HEALTH HEALTHCARE ACCESSORIES, LLC",,1023 10th St. S.E.,Jamestown,ND,58401,7012511331,8,Orthotic & prosthetic supplies,Lori Morin,F,,GM,Terry Johnson,M,,Sales Mgr.,7012511334,8004567649,www.healthcareaccessories.com,sales.hca@sanfordhealth.org,,,,,1992,L,L,"$500,000-$1Mil","4,000",N,Brett Stockert,M,,Sales Rep.,Kelly Bjornson,F,Q,Respiratory Therapist,,,,,,,,,,,,,,,,,,,,,,,,,"Sanford Health HealthCare Accessories, LLC",Fargo,ND,7012938211,OR0080,No,3842,,184300,2020NDMR,NDMR,1997,9, ,AABB,,3223 32nd Ave. S.,58103
"NORTHLAND COAL EQUIPMENT, INC.",,10310 338th St. N.W.,Berthold,ND,58718,7014533111,5,Coal-fired heating equipment,Gary Peterson,M,Q,Pres.,Jim Peterson,M,,Secy-Treas.,7014533101,,,,,,,,1987,L,I,"under $500,000","6,000",N,Helen Peterson,F,,Bookkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HE0400,No,3433,,184569,2020NDMR,NDMR,1997,9, ,AABB,7012631111,,
ALBRECHT MFG. & REPAIR,,516 10th Ave. N.,Grand Forks,ND,58203,7017460707,5,General machining job shop,Eric Albrecht,M,Q,Owner,Dean Oberg,M,,Fabricator,,,,,,,,,1984,L,1,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA0460,No,3599,,184572,2020NDMR,NDMR,1997,9, ,AABB,,,
