compname,akadba,physaddr,physcity,physstate,physzip,vnumber,loccount,products,exec1,gender1,officermail1,title1,exec2,gender2,officermail2,title2,fnumber,nnumber,web,email,mailaddr,mailcity,mailstate,mailzip,yearestab,distribtyp,ownertype,sales,squarefeet,imports,exec3,gender3,gender3_d,title3,exec4,gender4,gender4_d,title4,exec5,gender5,officermail5,title5,exec6,gender6,officermail6,title6,exec7,gender7,officermail7,title7,exec8,gender8,officermail8,title8,exec9,gender9,officermail9,title9,exec10,gender10,officermail10,title10,parentname,parentcity,parentstat,onumber,header,advertiser,primarysic,sic2,companyid,datasource,bookid,newinyear,priority,addresserror,dpvfootnote,altphone,paddress,pzip5
FASTENAL CO.,,1209 Harrison Ave.,Panama City,FL,32401,8507470089,6,"Wholesaler of fasteners, safety equipment, tools & abrasives",Josh Gordon,M,Q,Dist. Mgr.,,,,,8508720014,,www.fastenal.com,flpan@stores.fastenal.com,,,,,2001,L,C,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fastenal Co.,Winona,MN,5074545374,FA0490,No,5072,5084,3648141,2020FLZZ,ZZWD,2010,9, ,AABB,,2001 Theurer Blvd.,55987
FASTENAL CO.,,"1440 N. Nova Rd., Ste. 202",Daytona Beach,FL,32117,3862269992,4,"Wholesaler of fasteners, safety equipment, tools & abrasives",Curtis Harrison,M,,Br. Mgr.,Holly Griddy,F,Q,Sales Rep.,3862269937,8003278362,www.fastenal.com,flho1@stores.fastenal.com,,,,,2004,I,C,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fastenal Co.,Winona,MN,5074545374,FA0490,No,5072,5084,3648143,2020FLZZ,ZZWD,2010,9,V,AABB,,2001 Theurer Blvd.,55987
JOHNSON BROS. LIQUOR CO.,,4520 S. Church Ave.,Tampa,FL,33611,8138324477,186,Distributor of wine & liquor,Frank Galante,M,Q,Pres.,David Tolar,M,,"Cont., Opers. Mgr.",8138355288,8009330451,www.johnsonbrothers.com,info@johnsonbrothers.com,,,,,1991,R,I,,,N,Mark Posgi,M,,Gen. Sales Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson Bros. Liquor Co.,St. Paul,MN,6516495800,WI0180,No,5182,,3648153,2020FLZZ,ZZWD,2010,1, ,AABB,,1999 Shepard Rd.,55116
"SOUTHEAST POWER SYSTEMS OF TAMPA, INC.",,6515 E. Adamo Dr,Tampa,FL,33619,8136231551,25,Distributor of diesel engine parts & repair services,Jim Smith,M,Q,Pres. & Inventory Controller,,,,,8136263312,8003297582,www.se-power.com,info@se-power.com,,,,,1959,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southeast Power Systems, Inc.",Orlando,FL,4072937971,DI0630,No,5013,,3648172,2020FLZZ,ZZWD,2010,4, ,AABB,,4220 N. Orange Blossom Trl.,32804
"ABSOLUTE WINDOW & DOOR, INC.",,210 Center Ct.,Venice,FL,34285,9414857774,37,Distributor of wooden & aluminum windows & doors,Brett Morrow,M,,Pres.,Kristi Gerathy,F,Q,Hum. Res. Mgr.,9414831850,,,,,,,,2001,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WI0066,No,5031,,3648214,2020FLZZ,ZZWD,2010,4, ,AABB,,,
"ABSTRACT ELECTRONICS, INC.",,11526 53rd St. N.,Clearwater,FL,33760,7275400236,30,"Distributor of electronic components, including active, passive, interconnect, optoelectronic & printed circuit board components, sensors & wire & cable",Chris Colandrea,M,Q,Pres.,Jianna Haney,F,,Acctg. Mgr.,7275619196,,www.abstractelec.com,info@abstractelec.com,,,,,1996,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL0985,No,5065,,3648239,2020FLZZ,ZZWD,2010,4, ,AABB,,,
"DOOR STYLES, INC.",,1178 N.W. 163rd Dr.,Miami,FL,33169,3056534447,13,"Wholesaler of doors, including metal, wooden & aluminum doors",Eduardo Zegarra,M,Q,Pres.,,,,,3056531608,,,,,,,,2003,I,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO0121,No,5031,,3648302,2020FLZZ,ZZWD,2010,5, ,AABB,,,
"MARTIN-BROWER CO., LLC, THE",,1661 N.W. 12th Ave.,Pompano Beach,FL,33069,9547826556,125,Distributor of food & paper products for McDonald's restaurant franchisees,Keith Richter,M,Q,GM,Mike Musso,M,,Trans. Mgr.,9547880670,,www.martin-brower.com,mbinfo@martin-brower.com,,,,,1992,R,L,,,,Fred Appelbaum,M,,Whse. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin-Brower Co., LLC, The",Rosemont,IL,8472276500,FO1035,No,5141,5149,3648303,2020FLZZ,ZZWD,2010,1, ,AABB,,"6250 N. River Rd., Ste. 9000",60018
"HARVEST MEAT CO., INC.",,2901 Eunice Ave.,Orlando,FL,32808,4072960818,50,Wholesaler of meat products,Dennis Leavy,M,Q,V-P.,Tom Protheroe,M,,GM,4072960743,8008837777,www.harvestmeat.com,dennis@harvestmeat.com,P.O. Box 540389,Orlando,FL,32854,1989,R,I,,,N,Geary McGregor,M,,Sales Mgr.,Kathy Smith,F,,Hum. Res. & Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,"Harvest Meat Co., Inc.",National City,CA,6194770185,ME0252,No,5147,,3648305,2020FLZZ,ZZWD,2010,3,V,AABB,,10000 Bay Marina Dr.,91950
"BAUM TOOLS UNLIMITED, INC.",,3922 Murdock Ave.,Sarasota,FL,34231,9419271414,10,"Wholesaler of automotive specialty tools, including engine timing tools",Dexter Baum,M,,Owner,Tim Wilkes,M,Q,Sales Rep.,9419271612,8008486657,www.baumtools.com,sales@baumtools.com,P.O. Box 5867,Sarasota,FL,34277,1989,I,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TO0310,No,5013,,3648610,2020FLZZ,ZZWD,2010,5, ,AABB,,,
ANIXTER ELECTRICAL,,6933 Old Nasa Blvd.,Melbourne,FL,32904,3217245880,9,"Distributor of electrical supplies, including wire & cables",Charleston Gray,M,Q,Whse. Rep.,,,,,3217245117,,www.anixter.com,info@anixter.com,P.O. Box 120489,Melbourne,FL,32912,,L,C,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anixter, Inc.",Glenview,IL,2245218000,EL0725,No,5063,,3648645,2020FLZZ,ZZWD,2010,9, ,AABB,,2301 Patriot Blvd.,60026
DAL-TILE CORPORATION,,3306 Park Central Blvd. N.,Pompano Beach,FL,33064,9549759555,7,"Distributor of ceramic, natural stone, glass & metal wall & floor tile",Tony Romano,M,Q,GM,,,,,9549752468,,www.daltile.com,fortlauderdale.ssc166@daltile.com,,,,,,I,C,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dal-Tile Corporation,Dallas,TX,2143981411,TI0090,No,5032,5039,3648722,2020FLZZ,ZZWD,2010,9, ,AABB,,7834 C. F. Hawn Fwy.,75217
SUNNILAND CORP.,,"507 N. 14th St., Ste. 3",Leesburg,FL,34748,3527282444,12,"Wholesaler of roofing materials, including shingles, felt, waterproofing & hardware",Bill Shear,M,Q,Br. Mgr.,,,,,3527282524,,www.sunnilandcorp.com,sunniland@sunnilandcorp.com,,,,,1998,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunniland Corp.,Longwood,FL,4073222421,RO0450,No,5033,5072,3648808,2020FLZZ,ZZWD,2010,5, ,AABB,,1735 State Road 419,32750
"EASTERN IRRIGATION SUPPLY, INC.",,"5328 N.W. State Road 45, P.O. Box 1089",Newberry,FL,32669,3524723323,7,"Wholesaler of irrigation products & supplies for agriculture, commercial, industrial & residential applications, including accessories for pump, pipeline, pivot, sideroll, solid set, turf micro irrigation & traveler replacement parts",Cliff Brown,M,,Pres.,Lisa Harrell,F,Q,Treas.,3524722830,,www.irrigationdistributors.com,eis@irrigationdistributors.com,,,,,1999,N,I,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IR0183,No,5083,5084,3648814,2020FLZZ,ZZWD,2010,9, ,AABB,,,
"PHOSCO ELECTRIC SUPPLY CO., INC.",,1734 5th St. W.,Bradenton,FL,34205,9417089633,6,Wholesaler of electrical equipment & supplies,Ken Kelly,M,Q,Manager,,,,,9417086710,,,,,,,,1989,N,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phosco Electric Supply Co., Inc.",Mulberry,FL,8634253063,EL0725,No,5063,,3649132,2020FLZZ,ZZWD,2010,9, ,AABB,,"312 W. Canal St., P.O. Box 917",33860
SURGIMED CORP.,,1303 N.W. 78th Ave.,Doral,FL,33126,3055941121,15,"Distributor of disposable medical supplies, including anesthesia, hypodermics & urology, surgical, personal protection & respiratory products & instruments","Luis Arias, Jr.",M,Q,V-P.,,,,,3055944334,,www.surgimedcorp.com,info@surgimedcorp.com,,,,,1981,I,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0304,No,5047,,3649133,2020FLZZ,ZZWD,2010,5,V,AABB,,,
EXTOL ACCESSORIES LTD.,Beadworx,8249 Kristel Cir.,Port Richey,FL,34668,7279445944,12,Wholesaler of wire & bead sculpted decorations,Roseann Vitassa,F,Q,V-P.,Linda Leo,F,,GM,7279445998,8663036070,www.beadworx.us,info@beadworx.us,"8181N. W. 91st Terrace, Ste. 10",,FL,33166,2003,I,I,$1Mil-$2.5Mil,,N,Kristen Appleton,F,,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC0770,No,5199,,3649135,2020FLZZ,ZZWD,2010,5,,,,,
PRO PLUS PRODUCTS,,"149 County Line Rd. E., P.O. Box 337",Bowling Green,FL,33834,8633752487,15,Distributor of nitrogenous fertilizers,Martha Lyle,F,,Pres.,Shannon Newman,M,Q,GM,8633752831,,www.proplusgolf.com,,,,,,2003,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE0420,No,5191,,3649189,2020FLZZ,ZZWD,2010,5, ,AABB,,,
"CONE DISTRIBUTING, INC.",,3214 W. Tharpe St.,Tallahassee,FL,32303,8505764176,115,Distributor of beer,Kim Boyer,F,Q,Administrator,,,,,8505759286,8009224203,,,,,,,2000,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cone Distributing, Inc.",Ocala,FL,3527324111,BE0300,No,5181,,3649235,2020FLZZ,ZZWD,2010,1, ,AABB,,500 N.W. 27th Ave.,34475
"WILLIAMS COMMUNICATIONS, INC.",,5046 Tennessee Capital Blvd.,Tallahassee,FL,32303,8503851121,40,"Distributor of communications equipment, including networking, audiovisual, voice & data, radio transmission & GPS equipment & supplies",Kenneth Williams,M,Q,Owner,,,,,8503850346,8006495783,www.wmscom.com,sales@wmscom.com,,,,,1959,N,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO1070,No,5064,5065,3649238,2020FLZZ,ZZWD,2010,4, ,AABB,,,
"CONSOLIDATED PIPE & SUPPLY CO., INC.",,3100 McCormick St.,Pensacola,FL,32514,8509810332,4,"Wholesaler of plumbing supplies, including pipes, valves & fittings",Pete Dimario,M,Q,Br. Mgr.,,,,,8509810329,,www.consolidatedpipe.com,pdimario@consolidatedpipe.com,,,,,1984,I,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consolidated Pipe & Supply Co., Inc.",Birmingham,AL,2053237261,PL1861,No,5074,,3649239,2020FLZZ,ZZWD,2010,9, ,AABB,,1205 Hilltop Pkwy.,35204
NOVAGRAPHICS CORP.,,2909 N.W. 82nd Ave.,Doral,FL,33122,3055945775,10,"Wholesaler of cameras, film & digital photography & medical imaging supplies",Jaun Palacios,M,Q,Owner,Steve Deckers,M,,V-P.,3054777285,,www.novagraphics.net,help@novagraphics.net,,,,,1986,L,I,,,,Maria Palacios,F,,GM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PH0480,No,5043,,3649240,2020FLZZ,ZZWD,2010,5, ,AABB,,,
"UNITED REFRIGERATION, INC.",,3725 N. Palafox St.,Pensacola,FL,32505,8504326300,3,"Wholesaler of refrigeration, air conditioning & heating parts & equipment",Michael Aubain,M,Q,Br. Mgr.,,,,,8504326999,,www.uri.com,info@uri.com,,,,,2007,R,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United Refrigeration, Inc.",Philadelphia,PA,2156989100,RE0620,No,5078,5075,3649432,2020FLZZ,ZZWD,2010,9, ,AABB,,11401 Roosevelt Blvd.,19154
"LANSING BUILDING PRODUCTS, INC.",,3122-C Shader Rd.,Orlando,FL,32808,4074251061,12,"Distributor of exterior building materials, including metal roofing, vinyl siding, windows & doors",Julie Bloom,F,Q,Dist. Sales Mgr.,Dale Brown,M,,Br. Mgr.,4078415625,8004458591,www.lansingbp.com,orlando@lansingbp.com,,,,,1964,N,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lansing Building Products, Inc.",Richmond,VA,8042668893,BU0243,No,5033,5031,3649579,2020FLZZ,ZZWD,2010,5, ,AABB,,"8501 Sanford Dr., P.O. Box 9489",23228
SUNNILAND CORP.,,1563 Pine Ave.,Daytona Beach,FL,32117,3866771916,7,"Distributor of roofing materials, including shingles, felt & waterproofing",Bert Eddy,M,Q,Br. Mgr.,,,,,3866771652,8004321130,www.sunniland.com,hollyhill@sunnilandcorp.com,P.O. Box 8001,Sanford,FL,32772,1979,I,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunniland Corp.,Longwood,FL,4073222421,RO0450,No,5033,,3649629,2020FLZZ,ZZWD,2010,9, ,AABB,,1735 State Road 419,32750
MID FLORIDA GOLF CARS DISTRIBUTOR,,750 N. U.S. Highway 17/92,Longwood,FL,32750,4076996400,66,Distributor of golf carts,Amy Heptka,F,Q,Off. Mgr.,,,,,4076991126,8888518669,www.midfloridagolfcars.com,info@midfloridagolfcars.com,,,,,1989,R,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO0088,No,5088,,3649633,2020FLZZ,ZZWD,2010,3,U,A1,,,
"CARRIER ENTERPRISES, LLC",,2000 Park Oaks Ave.,Orlando,FL,32808,4075327000,12,Distributor of HVAC equipment & supplies,Joseph Muley,M,Q,GM,,,,,4075327080,8888273352,www.carrier.com,info@carrier.com,,,,,1999,L,C,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watsco, Inc.",Coconut Grove,FL,3057144100,HV0125,No,5075,,3649636,2020FLZZ,ZZWD,2010,5, ,AABB,,"2665 S. Bayshore Dr., Ste. 901",33133
"LAUDERDALE COMPASS, INC.",,300 W. State Road 84,Fort Lauderdale,FL,33315,9544673911,6,Distributor of automobile & boat gages & control displays,John Verkey,M,,Pres.,Diane Colly,F,Q,Off. Mgr.,9545222133,8009515123,www.lauderdalespeedometer.com,sales@lauderdalespeedometer.com,,,,,1981,L,I,"under $500,000",,N,Paul Hochlander,M,,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO2550,No,5013,5088,3649637,2020FLZZ,ZZWD,2010,8, ,AABB,,,
"POUNDS MOWER & SUPPLY, INC.",,12788 W. Colonial Dr.,Winter Garden,FL,34787,4076561352,5,Distributor of commercial lawnmowers,Brian Pounds,M,,Owner,Mirelle Wilkie,F,Q,Accts. Mgr.,4076567275,,www.pounds-mower.com,,P.O. Box 770340,Winter Garden,FL,34777,2008,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA1188,No,5191,,3649638,2020FLZZ,ZZWD,2010,8, ,AABB,,,
"GROVE EQUIPMENT SERVICE, INC.",,908 E. Baker St.,Plant City,FL,33563,8137598722,10,"Distributor of lawn & farm equipment, including tractors, mowers & trimmers",David McKeeman,M,,Pres.,Michael Roy,M,Q,Parts Mgr.,8137529627,,www.groveequipment.net,dmges@aol.com,,,,,1971,I,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA0302,No,5191,5083,3649639,2020FLZZ,ZZWD,2010,5, ,AABB,,,
EESCO,,"119 Hamilton Park Dr., Ste. 2",Tallahassee,FL,32304,8502240188,3,"Distributor of electrical equipment & supplies, including wires, cables, switches & connectors",Phil Adams,M,Q,Br. Mgr.,,,,,8502221329,,www.eescodist.com,sales@wesco.com,,,,,1911,I,C,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wesco Distribution, Inc.",Pittsburgh,PA,4124542200,EL0725,No,5063,,3649641,2020FLZZ,ZZWD,2010,9, ,AABB,,"225 W. Station Square Dr., Ste. 700",15219
FASTENAL CO.,,2716 S. Byron Butler Pkwy.,Perry,FL,32348,8505842663,3,"Distributor of industrial fasteners, safety equipment, tools & abrasives",Joseph Proenza,M,Q,Br. Mgr.,,,,,8505845142,,www.fastenal.com,flper@stores.fastenal.com,,,,,1979,L,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fastenal Co.,Winona,MN,5074545374,FA0490,No,5072,,3649655,2020FLZZ,ZZWD,2010,9, ,AABB,,2001 Theurer Blvd.,55987
"SMOKEY VALLEY STONE CO., INC.",,15015 Pine Valley Rd.,Clermont,FL,34711,4076542178,15,"Wholesaler of stone slabs, fabricated stone & concrete products, retaining wall systems, gravel, sand, pebbles & soil",Robert Parcell,M,Q,Owner,,,,,4076540483,,www.smokeyvalleystone.com,,,,,,1999,R,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST1840,No,5032,,3649692,2020FLZZ,ZZWD,2010,5, ,AABB,,,
"WILLIAM CATLIN & SON, INC.",,1215 N. Main St.,Jacksonville,FL,32206,9043548521,15,Distributor of truck accessories & tracks,Keith Catlin,M,Q,Owner,,,,,9043541873,8009402653,www.williamcatlin.com,kcatlin@williamcatlin.com,,,,,1919,I,I,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR0810,No,5013,,3649696,2020FLZZ,ZZWD,2010,5, ,AABB,,,
"MERCEDES MEDICAL, INC.",,7590 Commerce Ct.,Sarasota,FL,34243,9413553333,50,"Distributor of medical supplies, including histology & physicians' laboratory supplies",Alexandra Miller,F,,CEO,Noelle Haft,F,,Pres.,9413598805,8003312716,www.mercedesmedical.com,info@mercedesmedical.com,,,,,1994,I,I,,,N,Andy Wright,M,,COO,Robert S. Haft,M,,Ex. V-P.,Troy Barnett,M,,"V-P., Fin. & Opers.",Carol Anziano,F,,"Dir., Mktg.",Dave Johnson,M,,Dir. & Sales Exec.,Yvonne Beverly,F,,Hum. Res. Mgr.,Stephanie Sierra,F,Q,Cust. Serv. Rep.,Misty Masengale,F,,Cust. Serv. Rep.,,,,,ME0318,No,5047,,3649697,2020FLZZ,ZZWD,2010,3,,,,,
"GAUNAURD GROUP, INC.",Sanper Distributors,"6000 N.W. 97th Ave., Ste. 1000, Unit 26",Miami,FL,33178,3056403000,30,"Distributor of Hispanic cookware, including corn & meat grinders, aluminum seafood & tamale steamers & caldero & enamel pots",Raul A. Corzo,M,Q,Pres.,,,,,3056404555,,www.imusausa.com,salesimusa@groupeseb.com,,,,,2005,R,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO3003,No,5149,,3649719,2020FLZZ,ZZWD,2010,4,V,AABB,,,
"GENERAL POWER LTD., INC.",,1350 N.W. 78th Ave.,Miami,FL,33126,3054719566,11,"Distributor of diesel generators, transfer switches, voltage regulators, alternators & parts",Luis Lopez,M,,Pres.,Gabriel Lopez,M,,GM,3054719568,8887693758,www.genpowerusa.com,parts@genpowerusa.com,,,,,1999,I,I,$10Mil,,N,Carlos Maldonado,M,Q,Mktg. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GE0350,No,5063,,3649735,2020FLZZ,ZZWD,2010,5,,,,,
"ROBERTS & SONS, INC., ELI",,2195 Lake Bradford Rd.,Tallahassee,FL,32310,8505760874,20,"Distributor of petroleum, including gasoline, diesel fuel & home heating oil",Charles Roberts,M,,Pres.,Elaine Lawrence,F,Q,Off. Mgr.,8505743788,,www.eliroberts.com,Kial@eliroberts.com,,,,,1984,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE0335,No,5172,,3649768,2020FLZZ,ZZWD,2010,5, ,AABB,,,
"ROTEC, LLC",,1108 Bayhead Ln.,Osprey,FL,34229,9419660510,8,"Distributor of industrial metal finishing equipment, including vibratory bowls, high-energy centrifugal discs & barrels, media & compounds, polishing, deburring & finishing job shop services & large-part high-volume production",Malcolm Southorn,M,Q,CEO & Member,,,,,9419660509,,www.rotec.us,malcolm@superfineco.com,P.O. Box 188,Nokomis,FL,34274,1990,I,I,$1Mil-$2Mil,"2,500",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0705,No,5084,,3649769,2020FLZZ,ZZWD,2010,9, ,AABB,9414165944,,
"DOOR & HARDWARE OPENINGS, INC.",,5712 W. Sligh Ave.,Tampa,FL,33634,8132810474,20,"Distributor of wooden & hollow metal doors, door frames & architectural finish hardware",Michael Gonzalez,M,Q,Owner,,,,,8132810584,8884313464,www.dhoi.com,info@dhoi.com,P.O. Box 22322,Tampa,FL,33622,1989,I,I,,"25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO0121,No,5031,5072,3649820,2020FLZZ,ZZWD,2010,5, ,AABB,,,
"CURLIN, INC.",,6001 E. Columbus Dr.,Tampa,FL,33619,8136264173,20,"Distributor of material handling & automated warehouse equipment, including conveyors, docks, lifts, mezzanines, carousels, overhead doors, space optimization racks, in-plant offices, storage, shelving, wire partition cages & pallet trucks",Bob Gesemyer,M,,Pres.,Jeremy Chapman,M,Q,V-P.,8136235584,8776434968,www.curlin.com,sales@curlin.com,,,,,1940,N,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA2480,No,5084,5046,3649821,2020FLZZ,ZZWD,2010,5, ,AABB,,,
"WISMETTAC ASIAN FOODS, INC.",,3941 Commerce Pkwy.,Miramar,FL,33025,9544509111,10,"Distributor of general line Asian food products, including frozen foods",Watana Shigeru,M,Q,Br. Mgr.,,,,,9544509693,,www.nishimototrading.com,,,,,,1991,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wismettac Asian Foods, Inc.",Santa Fe Springs,CA,5628021900,FO1035,No,5141,5142,3649823,2020FLZZ,ZZWD,2010,5, ,AABB,,13409 Orden Dr.,90670
"SOUTHERN SPECIALTIES, INC.",,1430 S.W. 6th Ct.,Pompano Beach,FL,33069,9547846500,100,Wholesaler of fruits & vegetables,Robert Colescott,M,Q,Pres.,,,,,9547841464,,www.southernspecialties.com,info@southernspecialties.com,,,,,1990,N,I,$10Mil-$25Mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR1136,No,5148,,3649833,2020FLZZ,ZZWD,2010,1, ,AABB,,,
"INTERSMART TECHNOLOGIES, LLC",Network 1 International,5740 S.W. 119th St.,Miami,FL,33156,3056626704,10,Distributor of computer networking & security software,Miguel Daud,M,Q,Member,,,,,,,www.nw1i.com,info@nw1i.com,,,,,2002,I,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO1281,No,5045,,3649843,2020FLZZ,ZZWD,2010,5, ,AABB,,,
INGENIERIA Y COMPUTACION LTDA. CORP.,ING-COMP.COM,4854 S.W. 72nd Ave.,Miami,FL,33155,3057404422,6,"Distributor representative of American-made equipment & supplies for Latin America, including electrical parts, fuses, valves & hardware",Luis A. Cardenas,M,,"Pres., CEO",Ergo I. Gonzalez,M,Q,Ex. V-P.,3057169213,,www.ing-comp.com,sales@ing-comp.com,,,,,2007,I,I,over $5Mil,"2,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL0725,No,5063,5072,3649854,2020FLZZ,ZZWD,2010,9, ,AABB,,,
INTCOMEX,,3505 N.W. 107th Ave.,Miami,FL,33178,3054776230,121,"Stocking distributor of office equipment to resellers, including copiers, printers, fax machines & computer peripherals",Anthony Shalom,M,,CEO,Michael Shalom,M,,Pres.,3054775694,,www.intcomex.com,info@intcomex.com,,,,,1989,I,I,"$221,000 ","172,900",N,Naji Zakka,M,,"Dir., IT, Regional",Jerry Pelosi,M,Q,GM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OF0030,No,5044,5045,3649858,2020FLZZ,ZZWD,2010,1,S,AAN1,,,
"WILKINSON-COOPER PRODUCE, INC.",,"701 N.W. 12th St., P.O. Box 880",Belle Glade,FL,33430,5619967189,20,Wholesaler of fresh produce,Charles Wilkinson,M,Q,Pres.,Gibson C. Wilkinson,M,,Sales Mgr.,5619966588,,www.wilkinson-cooper.com,wcpi@bellsouth.net,,,,,1965,N,I,,,N,Manuel Gonzalez,M,,Hum. Res. & IT Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PR1136,No,5148,,3649914,2020FLZZ,ZZWD,2010,5, ,AABB,,,
FORKLIFTS PARTS & EQUIPMENT,,7695 N.W. 63rd St.,Miami,FL,33166,3058842255,20,Wholesaler of forklift parts & attachments,Fernando Suarez,M,Q,Pres.,Lazaro Suarez,M,,GM,3058872851,,www.forkliftsparts.com,fernando@forkliftsparts.com,,,,,1990,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FO1466,No,5084,,3649915,2020FLZZ,ZZWD,2010,5, ,AABB,,,
WELLSPRING PHARMACEUTICAL CORP.,,"5911 N. Honore Ave., Ste. 211",Sarasota,FL,34243,9413124727,9,Distributor of pharmaceuticals,Wendy Shusko,F,Q,Pres.,Matt Griffiths,M,,CFO,,,www.wellspringpharm.com,info@wellspringpharm.com,,,,,1999,N,I,,,,Rob Hasselman,M,,"V-P., Sales & Mktg.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audax Group,Boston,MA,6178591500,PH0020,No,5122,,3649971,2020FLZZ,ZZWD,2010,8, ,AABB,,"101 Huntington Ave., 23rd Fl.",2199
TRIANGLE MANAGEMENT CORP.,,4915 N.W. 159th St.,Miami Lakes,FL,33014,3055584310,20,Wholesaler of caps & hats,Bernie Maeroff,M,Q,Pres.,,,,,3055582093,,www.triangleheadwear.com,sales@triangleheadwear.com,,,,,,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HA0725,No,5136,5137,3650000,2020FLZZ,ZZWD,2010,5, ,AABB,,,
"US FOODS, INC.",,7598 N.W. 6th Ave.,Boca Raton,FL,33487,5619948500,90,Distributor of general line groceries,Pat Monile,F,Q,Br. Mgr.,,,,,,,www.usfood.com,information@usfood.com,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"US Foods, Inc.",Rosemont,IL,8477208000,GR0730,No,5141,,3650002,2020FLZZ,ZZWD,2010,3, ,AABB,,"9399 W. Higgins Rd., Ste. 500",60018
"MAGNATRON, INC.",,"933 Lee Rd., Ste. 404",Orlando,FL,32810,4076442888,40,"Distributor of electrical supplies, including wires, cables, switches & connectors",Ron Tridico,M,Q,CEO,,,,,4076447311,8005076190,,,,,,,2008,N,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL0780,No,5063,,3650144,2020FLZZ,ZZWD,2010,4,V,AABB,,,
