compname,akadba,physaddr,physcity,physstate,physzip,vnumber,loccount,products,exec1,gender1,officermail1,title1,exec2,gender2,officermail2,title2,fnumber,nnumber,web,email,mailaddr,mailcity,mailstate,mailzip,yearestab,distribtyp,ownertype,sales,squarefeet,imports,exec3,gender3,gender3_d,title3,exec4,gender4,gender4_d,title4,exec5,gender5,officermail5,title5,exec6,gender6,officermail6,title6,exec7,gender7,officermail7,title7,exec8,gender8,officermail8,title8,exec9,gender9,officermail9,title9,exec10,gender10,officermail10,title10,parentname,parentcity,parentstat,onumber,header,advertiser,primarysic,sic2,companyid,datasource,bookid,newinyear,priority,addresserror,dpvfootnote,altphone,paddress,pzip5
"RAM ENVIRONMENTAL TECHNOLOGIES, INC.",,3216 Cahaba Heights Rd.,Birmingham,AL,35243,2059690708,9,"Wholesaler of industrial equipment & supplies, including oil absorbents, spill response products, wastewater treatment systems, oil filtration & recycling systems, industrial cleaners & degreasers & LED lighting",Mac McCullough,M,,Pres.,Robert McCullough,M,Q,"Dir., Opers.",2052631036,,www.ramenv.com,info@ramsorb.com,,,,,1993,N,I,$2Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN0453,No,5084,5085,1729338,2020ALZZ,ZZWD,2006,9, ,AABB,,,
CENTRAL SUPPLY,,"3746 Highway 25 S., P.O. Box 239",Montevallo,AL,35115,2056651117,6,"Wholesaler of industrial equipment, power transmission, mill supplies & automotive parts",Steve Bragg,M,Q,GM,,,,,2056651011,,napaonline.com,steve@centralindustrialonline.com,,,,,1976,L,I,over $1Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Central Machine & Fabrication, Div. Of Central Industrial Supply, Inc.",Montevallo,AL,2056654516,IN0453,No,5084,5085,1729342,2020ALZZ,ZZWD,2006,9, ,AABB,2056651244,"250 Spring Dr., P.O. Box 210",35115
PERFORMANCE TRUCK CENTERS,Performance Partners,665 N. Eastern Blvd.,Montgomery,AL,36117,3342603582,6,Wholesaler of winches,Josh Russom,M,Q,Owner & GM,,,,,3342605561,,www.performance4me.com,info@performance4me.com,,,,,1997,L,I,"$500,000-$1Mil","12,500",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WI0040,No,5084,,1729347,2020ALZZ,ZZWD,2006,9, ,AABB,,,
KAMAN INDUSTRIAL TECHNOLOGIES CORP.,,2101 W. Ferry Way S.W.,Huntsville,AL,35801,2568831019,6,Wholesaler of bearings,John Gowdy,M,Q,Br. Mgr.,Tammy Parker,F,,Sales Rep.,2568832219,,www.kamandirect.com,,,,,,1986,L,C,$2.5Mil-$6Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaman Industrial Technologies Corp.,Bloomfield,CT,8606875000,BE0020,No,5085,,1729354,2020ALZZ,ZZWD,2006,9, ,AABB,,1 Vision Way,6002
NAPA AUTO PARTS,,"202 S. Cedar Ave., P.O. Box 410",Demopolis,AL,36732,3342893600,3,Wholesaler of automotive parts,Skip Fiends,M,Q,Owner,,,,,3342891544,,www.napaonline.com,customersupport@napaonline.com,,,,,1946,L,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU0510,No,5013,5014,1729356,2020ALZZ,ZZWD,2006,9, ,AABB,,,
QUALITY VALVE,,2948 Mathers St.,Mobile,AL,36607,2514761045,10,Wholesaler of industrial valves & parts,Raymond McCaffrey,M,,Pres.,Jody Dunn,M,Q,CFO,2514788093,8002676873,www.qualityvalves.com,info@qualityvalves.com,P.O. Box 16107,Mobile,AL,36616,1994,I,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0305,No,5085,,1729358,2020ALZZ,ZZWD,2006,5, ,AABB,,,
"NEXAIR, LLC",,17 E. Railroad St.,Montgomery,AL,36104,3342641494,10,"Distributor of welding equipment & supplies, industrial, medical & specialty gases & dry ice",Derek Williamson,M,Q,Area Mgr.,,,,,3342633299,,www.nexair.com,info@nexair.com,,,,,1943,R,L,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nexAir, LLC",Memphis,TN,9013965050,WE0240,No,5084,5085,1729389,2020ALZZ,ZZWD,2006,5, ,AABB,3344885455,"1350 Concourse Ave., Ste. 103",38104
"INDUSTRIAL TOOLING & SUPPLY, INC.",,1800 Hillyer Robinson Pkwy.,Anniston,AL,36207,2568313500,5,Wholesaler of cutting tools,Rhonda Wetzel,F,Q,Off. Mgr.,,,,,2568313592,,www.its-supply.com,its@its-supply.com,,,,,1986,R,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Industrial Tooling & Supply, Inc.",Anniston,AL,2568313500,TO0340,No,5084,,1729394,2020ALZZ,ZZWD,2006,9,U,A1,,1800 Hillyer Robinson Industrial Pkwy.,36207
"SETPOINT INTEGRATED SOLUTIONS, INC.",,"4600 Cypress Business Park Dr., Ste. C",Mobile,AL,36619,2516612326,40,Distributor of industrial water filtration & purification equipment,Scott Polk,M,Q,GM,Michelle Deese,F,,Pur. Agt.,2516612499,,www.setpointis.com,pmiles@setpointis.com,,,,,2004,N,I,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Setpoint Integrated Solutions, Inc.",Baton Rouge,LA,2257533290,WA0481,No,5084,,1729395,2020ALZZ,ZZWD,2006,4, ,AABB,,19011 Highland Rd.,70809
"ECS, INC.",,100 Jade Pk.,Chelsea,AL,35043,2056782555,4,Distributor of industrial valves,Dean Hoffman,M,Q,GM,,,,,2056787604,,,,,,,,1981,R,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA0305,No,5085,,1729416,2020ALZZ,ZZWD,2006,9, ,AABB,,,
"DXP ENTERPRISES, INC.",Delta Process Equipment,5454 Able Ct.,Mobile,AL,36693,2516661414,9,Wholesaler of valves,George Hudson,M,Q,Facilities Mgr.,,,,,2516610749,,www.dxpe.com,george.hudson@dxpe.com,,,,,1979,L,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DXP Enterprises, Inc.",Houston,TX,7139966300,VA0140,No,5084,,1729426,2020ALZZ,ZZWD,2006,9, ,AABB,,7272 Pinemont Dr.,77040
AMARR GARAGE DOORS,,400 Industrial Ln.,Birmingham,AL,35211,2059411777,5,Wholesaler of wooden & metal garage doors & door openers,Mark Efurd,M,Q,GM,Mike Howell,M,,District Mgr.,,8007825100,www.amarr.com,marketing@amarr.com,,,,,1985,N,C,"under $500,000",,N,Kevin Tartt,M,,Serv. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amarr Co.,Winston-Salem,NC,3367445100,DO0184,No,5031,5063,1729512,2020ALZZ,ZZWD,2006,9, ,AABB,,165 Carriage Ct.,27105
"GRIMCO, INC.",,"2504 3rd St. W., Unit 15-B",Birmingham,AL,35204,2053231121,13,Wholesaler of vinyl film & plastic sheeting for the sign industry,Belinda Ellenbury,F,,Br. Mgr.,Stephanie Morris,F,,Hum. Res. Mgr.,2053231128,8003450887,www.grimco.com,webstore@grimco.com,,,,,2007,N,I,"under $500,000",,N,Tim Hannon,M,Q,Cust. Dev. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grimco, Inc.",Sunset Hills,MO,6363050088,FI0262,No,5162,,1729543,2020ALZZ,ZZWD,2006,5,V,AACC,,11745 Sappington Barracks Rd.,63127
"BIRMINGHAM LOCK & SAFE, INC.",,112 60th St. N.,Birmingham,AL,35212,2058333333,5,Distributor of locks & safes,Tommy Hunt,M,,Owner,Paula Hunt,F,Q,Off. Mgr.,2058363333,,www.birminghamlockandkey.com,info@birminghamlockandkey.com,P.O. Box 611315,Birmingham,AL,35261,1974,L,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LO0260,No,5072,,1729559,2020ALZZ,ZZWD,2006,9, ,AABB,,,
ANIMAL HEALTH INTERNATIONAL,,990 River Oaks Dr.,Boaz,AL,35957,2565939766,6,Distributor of poultry health products,Ed Keith,M,,"Regional Mgr., Opers.",Mary Teague,F,Q,Off. Mgr. & Cust. Serv. Rep.,2565939767,,www.animalhealthinternational.com,webteam@animalhealthinternational.com,,,,,1999,R,C,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Animal Health International, Inc.",Greeley,CO,9703532600,AN0090,No,5169,5191,1729642,2020ALZZ,ZZWD,2006,9, ,AABB,,"822 7th St., Ste. 740",80631
"DOTHAN PIPE & SUPPLY, INC.",,212 W. Wilson St.,Dothan,AL,36303,3346712358,6,"Wholesaler of pipe, valves & fittings",Dennis Johnson,M,Q,GM,,,,,3346712367,8003052358,www.dothanpipeandsupply.com,dennis@dothanpipeandsupply.com,P.O. Box 253,Dothan,AL,36302,1994,L,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI0200,No,5085,,1729670,2020ALZZ,ZZWD,2006,9, ,AABB,3347129182,,
NATIONAL UTILITY EQUIPMENT CO.,,1730 Banberbilt Rd.,Birmingham,AL,35234,2053072070,27,Distributor of refurbished trucks & truck parts,Butch Barron,M,,GM,Slade Screben,M,,Acct. Mgr.,2053072057,,www.nueco.com,info@nueco.com,,,,,2000,I,I,,,N,Karen Rochester,F,,Hum. Res. Mgr.,Liesl McDonald,F,Q,Sr. Admn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR1085,No,5012,5015,1729695,2020ALZZ,ZZWD,2006,4,U,A1,,,
"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",,2408 E. Willow St.,Scottsboro,AL,35768,2562591445,5,"Distributor of power transmission & linear motion components & bearings & fluid power, rubber, maintenance & specialty products",Jerome Millican,M,,GM,Jason Dolberry,M,Q,Cust. Serv. Rep.,2562592185,8779001547,www.applied.com,sc0201@applied.com,,,,,1940,L,C,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Applied Industrial Technologies, Inc.",Cleveland,OH,2164264000,PO0695,No,5063,5085,1729758,2020ALZZ,ZZWD,2006,9, ,AABB,,1 Applied Plz.,44115
"A A A INDUSTRIAL SERVICE, INC.",,6250 Spanish Trail Ct.,Theodore,AL,36582,2516530638,3,Wholesaler of upholstery fabrics,"Louis D. Kirk, Jr.",M,Q,Pres.,,,,,2516530615,,,,,,,,1986,L,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA0123,No,5131,,1729822,2020ALZZ,ZZWD,2006,7,,,,,
"INDUSCO, LLC.",,"3505 Bent River Rd., Ste. 200",Birmingham,AL,35216,2059822200,2,"Distributor of fiberglass reinforced plastics & air pollution control equipment, including dust, weld, fume & smoke collectors, scrubbers, cyclones, tanks, fans & vehicle exhaust systems",John Hilley,M,Q,Pres. & V-P.,,,,,2059822930,,www.indusco.net,sales@indusco.net,P.O. Box 1149 ,Pelham,AL,35124,1964,N,L,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI0220,No,5162,5084,1729824,2020ALZZ,ZZWD,2006,8, ,AABB,,,
CNC DESIGN & ELECTRONICS,,1225 Railroad Ave.,Florence,AL,35630,2567181545,3,Distributor of machine tools,Louis Martin,M,,Owner & Pres.,Cindy Lawson,F,,Off. Mgr.,2567405630,,,remedycnc@comcast.net,,,,,1996,R,I,"under $500,000",,Y,Bruce Tollefson,M,Q,Retrofit Specialist Techn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA0340,No,5084,,1730017,2020ALZZ,ZZWD,2006,7,V,AABB,,,
"MACHINE SUPPLY, LLC",,"3910 Richard Arrington, Jr. Blvd.",Birmingham,AL,35234,2055922710,1,Distributor of industrial supplies,David Branyon,M,Q,Owner,,,,,,,,,,,,,2003,L,L,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN0451,No,5085,,1730080,2020ALZZ,ZZWD,2006,9, ,AABB,,,
"EIS, INC.",,2608 Commerce Square Dr.,Birmingham,AL,35210,2059516811,8,Distributor of electrical insulation supplies,Richard Nelson,M,Q,Br. Mgr.,,,,,2059560726,,www.eis-inc.com,sales@eis-inc.com,,,,,1948,N,C,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EIS, Inc.",Atlanta,GA,6782553600,IN1145,No,5063,,1730081,2020ALZZ,ZZWD,2006,9, ,AABB,,"2018 Powers Ferry Rd. S.E., Ste. 500",30339
EXIDE BATTERY CORP.,,"1910 Woodland Industrial Dr., Ste. B",Trussville,AL,35173,2059561179,4,Distributor of automotive batteries,Ernie Franklin,M,,Supervisor,Nicole Wells,F,Q,Br. Coord.,2059561193,8007678122,www.exide.com,communications@exide.com,,,,,1990,L,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Exide Technologies, Inc.",Milton,GA,6785669000,BA1049,No,5013,,1730083,2020ALZZ,ZZWD,2006,9, ,AABB,,"13000 Deerfield Pkwy., Bldg. 200",30004
"HEALTHY ASSOCS. PRODUCTS, INC.",,"20890 Highway 72, P.O. Box 740485",Tuscumbia,AL,35674,2563140606,2,Wholesaler of general mechandise,Dennis Inman,M,Q,Pres.,,,,,,,www.healthyassociatesproducts.com,,,,,,1996,N,I,$1Mil-$2.5Mil,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GE0340,No,5199,,1730095,2020ALZZ,ZZWD,2006,8,V,AABB,,,
"PUMPING SYSTEMS, INC.",,901 Dow St.,Pelham,AL,35124,2057333766,6,"Wholesaler of pumps, blowers & fans, including installation, repair & maintenance services",Charles Etheridge,M,Q,Br. Mgr.,,,,,2057333747,,www.pumping-systems.com,speters@pumping-systems.com,,,,,2001,R,I,$3Mil,"10,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pumping Systems, Inc.",Chamblee,GA,7704589555,PU0224,No,5084,,1730119,2020ALZZ,ZZWD,2006,8, ,AABB,,5645 Peachtree Rd.,30341
"AMERICAN REFRACTORIES, INC.",,1014 Moore Ave.,Anniston,AL,36201,2562370055,3,Wholesaler of hot temperature kiln insulation products,James D. Thompson,M,Q,Pres.,,,,,2562378555,,,,,,,,1982,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KI0023,No,5085,,1730497,2020ALZZ,ZZWD,2006,8, ,AABB,,,
"BIOHORIZONS IMPLANT SYSTEMS, INC.",,2300 Riverchase Ctr.,Birmingham,AL,35244,2059677880,125,Wholesaler of dental implants,Steve Boggan,M,,CEO,Todd Strong,M,,COO,2058700304,8882468338,www.biohorizons.com,customercare@biohorizons.com,,,,,1998,I,I,$50Mil-$100Mil,,N,Eddy Burnett,M,,IT Mgr.,Jill Autrey,F,Q,Hum. Res. Specialist,,,,,,,,,,,,,,,,,,,,,,,,,HealthpointCapital,New York,NY,2129357780,DE0420,No,5047,,1730526,2020ALZZ,ZZWD,2006,1,V,AABB,,"505 Park Ave., 17th Fl.",10022
"AIRGAS SOUTH, INC.",,"50 McDonald St., P.O. Box 170488",Tarrant,AL,35217,2058416486,15,Wholesaler of welding equipment & supplies,Randy Puryear,M,,District Mgr.,Heather Hastings,F,Q,Br. Mgr.,2058499169,,www.airgas.com,info@airgas.com,,,,,2006,L,,"over $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ameritel Corp.,Rockville,MD,3012510222,WE0240,No,5084,5085,1731839,2020ALZZ,ZZWD,2006,5,V,AABB,,15010 Broschart Rd.,20850
RLA SALES,Horse & Garden Supply,2672 Lee Road 44,Opelika,AL,36804,3347453400,1,"Wholesaler of horse & garden supplies, including fish fertilizers & garden tools",Renick Abbott,M,Q,Owner & Pres.,,,,,3343235630,,www.horseandgardensupply.com,customerservice@rlasales.com,,,,,1988,N,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA1143,No,5191,5199,1738041,2020ALZZ,ZZWD,2006,9, ,AABB,,,
KENDALL-HARTCRAFT,,5838 Research Park Blvd.,Huntsville,AL,35806,2568595533,13,"Distributor of photo mounts, picture frames & portfolios",Wes Kendall,M,,Pres.,J. J. Shoemake,F,Q,V-P.,2568599444,8004217435,www.kendallhartcraft.com,comments@kmaf.com,P.O. Box 11670,Huntsville,AL,35814,1951,N,S,,"30,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI0040,No,5199,,1787422,2020ALZZ,ZZWD,2006,5,,,,,
"FORBES DISTRIBUTING CO., INC.",,"1416 4th Ave. S., P.O. Box 1478",Birmingham,AL,35233,2052514104,8,"Distributor of electronic parts, including computer, audio & video cables & networking equipment","William K. Forbes, Jr.",M,,Pres.,Tom Forbes,M,,V-P.,2052514115,8002926004,www.forbesdistributing.com,sales@forbesdistributing.com,,,,,1945,R,I,"$500,000-$1Mil","5,500",N,Randy Ozley,M,Q,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL1099,No,5065,5045,1818706,2020ALZZ,ZZWD,2007,9, ,AABB,,,
"STERN BROS., INC.",,204 N. Holt St.,Montgomery,AL,36104,3342658211,10,Distributor of office furniture & office supplies,Donna Maddox,F,,Pres.,Barbara Moring,F,Q,Supply Mgr.,3342647542,,,sternmbdm@aol.com,P.O. Box 1567,Montgomery,AL,36102,1946,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OF0040,No,5021,5112,1818709,2020ALZZ,ZZWD,2007,5,,,,,
"WHITE CO., INC., JOHN R.",,"200 Citation Ct., Ste. 100",Birmingham,AL,35209,2055958381,13,"Distributor of food ingredients, including sugar & salt",Donald Patton,M,,Pres.,Andrew Allen,M,Q,"Dir., Pur.",2055958386,,johnrwhite.com,any@johnrwhite.com,P.O. Box 10043,Birmingham,AL,35202,1975,L,I,$2.5Mil-$5Mil,,N,Amy Taylor,F,,Cust. Serv. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FO0157,No,5149,,1818712,2020ALZZ,ZZWD,2007,5, ,AABB,,,
"OSBORN BROS., INC.",Osborn Food Service,259 N. 5th St.,Gadsden,AL,35901,2565478601,60,Wholesaler of packaged frozen foods,Joel Osborn,M,,CEO,Brett Posey,M,,GM,2565461634,,www.osbornbros.com,bcothran@osbornbros.com,P.O. Box 649,Gadsden,AL,35902,1960,R,I,,,N,Bert Cothran,M,,Sales Mgr.,Chris Morgan,M,,Off. Mgr.,Renee Osborn,F,Q,Cust. Serv. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,FO0465,No,5142,,1818714,2020ALZZ,ZZWD,2007,3, ,AABB,,,
"SOUTH CENTRAL POOL SUPPLY, INC.",,250 Distribution Dr.,Birmingham,AL,35209,2059459110,8,Distributor of swimming pools & pool supplies,Manny Press,M,,Pres.,John Marian,M,Q,Sales Mgr.,2059451169,,,,,,,,1992,L,I,"under $500,000",,N,Michael Moore,M,,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW0110,No,5091,,1818727,2020ALZZ,ZZWD,2007,9, ,AABB,,,
PHENIX SUPPLY,,1200 2nd Ave. N.,Birmingham,AL,35203,2052517272,17,Distributor of dry cleaning & laundry supplies,Steve Taylor,M,,Br. Mgr.,Marqaret C. McGinnis,F,Q,Off. Mgr.,2052517280,,www.phenixsupply.com,info@phenixsupply.com,,,,,1899,R,I,,,N,Greg Pridmore,M,,Whse. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabri Clean Supply,Decatur,GA,7709812800,LA1120,No,5169,,1818738,2020ALZZ,ZZWD,2007,5, ,AABB,,5330 Dividend Dr.,30035
"BARTON'S GREENHOUSE & NURSERY, INC.",,401 Primrose Dr.,Alabaster,AL,35007,2056642964,12,Wholesaler of bedding plants,Alan Barton,M,Q,Owner,,,,,2056642965,,www.bartonsgreenhouse.com,info@bartonsgreenhouse.com,,,,,1994,L,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL0050,No,5193,,1818740,2020ALZZ,ZZWD,2007,5, ,AABB,,,
"LANSING BUILDING PRODUCTS, INC.",,2401 24th St. N.,Birmingham,AL,35234,2053281658,10,"Distributor of building supplies, including windows, doors & vinyl siding",Brian Long,M,,Br. Mgr.,Glenn Hood,M,Q,Whse. Mgr.,2052515530,8008245988,www.lansingbp.com,info@lansingbp.com,,,,,1955,N,I,"$500,000-$1Mil","5,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lansing Building Products, Inc.",Richmond,VA,8042668893,BU0257,No,5031,5033,1818744,2020ALZZ,ZZWD,2007,5, ,AABB,,"8501 Sanford Dr., P.O. Box 9489",23228
"BAY PAPER CO., INC.",,1 Bay Paper Dr.,Mobile,AL,36607,2514769791,23,"Distributor of paper products, including paper towels, toilet paper & cups",Alan Hirsch,M,Q,Pres.,,,,,2514769898,8004769791,www.baypaper.com,info@baypaper.com,,,,,1951,R,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1220,No,5113,,1818754,2020ALZZ,ZZWD,2007,5, ,AABB,,,
JEFFERS PET SUPPLY,,"310 W. Saunders Rd., P.O. Box 100",Dothan,AL,36301,3347936257,160,"Wholesaler of veterinary supplies, including vaccines",Jake Hedman,M,,IT Mgr.,Delores Longoria,F,,Call Center Mgr.,3347935179,8005333377,www.jefferspet.com,info@jefferspet.com,,,,,1974,I,I,"$500,000-$1Mil",,Y,Maria Love,F,Q,Cust. Serv. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VE0365,No,5199,5122,1818756,2020ALZZ,ZZWD,2007,1, ,AABB,,,
"AUTOMATIC ICE & BEVERAGE, INC.",,"1400 Tuscaloosa Ave., P.O. Box 110159",Birmingham,AL,35211,2057879640,16,Distributor of ice making & beverage making equipment & parts,Mark McMillan,M,Q,Pres.,,,,,2057879659,8004764242,aibnow.com,autoicebev@aol.com,,,,,1966,R,I,$5Mil,"17,500",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IC0140,No,5078,5085,1818811,2020ALZZ,ZZWD,2007,5, ,AABB,,,
"FERGUSON ENTERPRISES, INC.",,715 W. Claiborne St.,Monroeville,AL,36460,2517434864,8,"Distributor of industrial pipe, valves & fittings",Lynne Felts,F,Q,Br. Mgr.,,,,,2517432828,8009627298,www.ferguson.com,lynne.felts@ferguson.com,,,,,1983,I,C,"under $500,000","6,000",Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferguson Enterprises, Inc.",Newport News,VA,7578747795,IN0453,No,5084,5085,1818812,2020ALZZ,ZZWD,2007,9, ,AABB,,12500 Jefferson Ave.,23602
"ATMORE TRUCKERS ASSN., INC.",,"101 N. 18th Ave., P.O. Box 678",Atmore,AL,36502,2513688855,6,"Distributor of agricultural products, including chemicals & fertilizers",Tony James,M,Q,GM,,,,,2513685791,,,tonyjames@frontiernet.net,,,,,2003,L,I,$1Mil-$2.5Mil,"5,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG0160,No,5191,,1818817,2020ALZZ,ZZWD,2007,7, ,AABB,,,
"SPECIALTY PRODUCTS, INC.",,"748 Donald Pkwy., P.O. Box 565",Fairfield,AL,35064,2057851116,16,Distributor of hose couplings & fittings,Mary Catherine Folmar,F,Q,Acctg. Mgr.,,,,,2057854322,,www.spihose.com,info@spihose.com,,,,,1963,N,I,,"15,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HO0420,No,5074,,1818820,2020ALZZ,ZZWD,2007,5, ,AABB,,,
"NORTHPORT ELECTRICAL SUPPLY, INC.",,3111 McFarland Blvd.,Northport,AL,35476,2053396000,14,"Distributor of residential, commercial & industrial electrical supplies",Mike Hannah,M,Q,Pres.,Tommy Brown,M,,V-P.,2053396002,8663396011,northportelectricalsupply.com,info@northportelectricalsupply.com,,,,,1990,L,I,$5Mil-$6Mil,"5,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL0780,No,5063,,1818972,2020ALZZ,ZZWD,2007,5, ,AABB,,,
"PNEUMATIC AUTOMATION, INC.",,220 Bearden Rd.,Pelham,AL,35124,2056201952,10,"Distributor of pneumatics, valves & cylinders",Jeff Wilson,M,Q,Owner & GM,,,,,2056201947,,www.pneumaticautomation.com,Sales@pneumaticautomation.com,,,,,1996,R,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN0030,No,5085,,1818973,2020ALZZ,ZZWD,2007,5, ,AABB,,,
"FULLER SUPPLY CO., INC.",,203 6th St.,Montgomery,AL,36104,3342637316,7,"Distributor of farm & animal equipment & supplies, including food, medications, supplements, panels, gates, waterers & livestock control equipment",Brandon Burns,M,Q,Br. Mgr.,,,,,3342637920,8006334960,www.fullersupplyco.com,,,,,,1995,R,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fuller Supply Co., Inc.",Birmingham,AL,2053234431,FA0280,No,5191,5083,1818974,2020ALZZ,ZZWD,2007,9, ,AABB,,3500 Messer Airport Hwy.,35222
"R. E. MICHEL CO., INC.",,480 28th St. N.,Birmingham,AL,35203,2053200095,6,Wholesaler of heating & air conditioning equipment,West McDaniel,M,Q,Region Mgr.,,,,,2053201014,8002837362,www.remichel.com,customerservice@remichel.com,,,,,1935,N,L,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R. E. Michel Co., LLC",Glen Burnie,MD,4107604000,HV0125,No,5075,,1819163,2020ALZZ,ZZWD,2007,9,V,AABB,,1 Re Michel Dr.,21060
"HACKNEY OF OPP, H. T",,"601 Highway 52 E., P.O. Box 637",Opp,AL,36467,3344933255,200,Distributor of groceries,Vicky Short,F,Q,Hum. Res. Mgr.,,,,,3344937966,8004672855,www.hthackney.com,webinquiry@hthackney.com,,,,,1936,R,I,over $2Bil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.T. Hackney Co.,Knoxville,TN,8655461291,GR0724,No,5141,,1819164,2020ALZZ,ZZWD,2007,1, ,AABB,,"502 S. Gay St., Ste. 300",37902
"SUMTER TIMBER CO., LLC",,25000 AL Highway 28,Demopolis,AL,36732,3342893100,85,Distributor of timber,Will Gerger,M,,Pres.,Billy O. Rawson,M,,Accts. Mgr.,3342893165,,www.sumtertimber.com,info@sumtertimber.com,,,,,1986,L,L,,,N,Renee Bedsole,F,Q,Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TI0123,No,5099,,1819166,2020ALZZ,ZZWD,2007,3, ,AABB,,,
"INTERLINE BRANDS, INC.",Supply Works,1140 Jordan Rd.,Huntsville,AL,35811,2568512100,12,Distributor of janitorial supplies & packaging materials,Stan Williams,M,,Pur. Mgr.,Retha Maynard,F,Q,Off. Mgr.,2568512115,8004447452,www.supplyworks.com,,,,,,2000,R,C,$1Mil-$2.5Mil,"50,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Home Depot U. S. A., Inc.",Pompano Beach,FL,9549721700,JA0045,No,5087,5113,1819172,2020ALZZ,ZZWD,2007,5, ,AABB,,3031 N. Andrews Ave.,33064
