compname,akadba,physaddr,physcity,physstate,physzip,vnumber,loccount,products,exec1,gender1,officermail1,title1,exec2,gender2,officermail2,title2,fnumber,nnumber,web,email,mailaddr,mailcity,mailstate,mailzip,yearestab,distribtyp,ownertype,sales,squarefeet,imports,exec3,gender3,gender3_d,title3,exec4,gender4,gender4_d,title4,exec5,gender5,officermail5,title5,exec6,gender6,officermail6,title6,exec7,gender7,officermail7,title7,exec8,gender8,officermail8,title8,exec9,gender9,officermail9,title9,exec10,gender10,officermail10,title10,parentname,parentcity,parentstat,onumber,header,advertiser,primarysic,sic2,companyid,datasource,bookid,newinyear,priority,addresserror,dpvfootnote,altphone,paddress,pzip5
EGP DOCUMENT SOLUTIONS,,1420 W. Washington St.,Orlando,FL,32805,4078412932,75,Wholesaler of copiers & multi-functional machines,Doug Dupree,M,,Pres.,Tom Gursky,M,,"CFO, GM",4072448607,8004324731,www.egp.com,info@egp.com,,,,,,I,I,,,N,Carole Elberg,F,Q,Corp. Secy.,Brian Mollway,M,,Sales & Mktg. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO3085,No,5044,,499370,2020FLZZ,ZZWD,2003,3, ,AABB,,,
"PARKER SERVICES, INC.",,1600 Mill St.,Tallahassee,FL,32310,8502227722,45,Distributor of new & rebuilt air conditioning & heating equipment & HVAC contracting for commercial customers,Roy Parker,M,Q,Pres.,,,,,8502221677,,www.tallahasseeac.com,parkerservices1@comcast.net,,,,,1985,R,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HE0352,No,5075,,499442,2020FLZZ,ZZWD,2003,4, ,AABB,,,
WEBB BOLT & NUT CO.,,2830 Taft Ave.,Orlando,FL,32804,4078411844,14,"Distributor of industrial fasteners, nuts & bolts",David Denhart,M,,Pres.,Tami Denhart,F,Q,Secy-Treas.,4074231824,8004511586,www.webbbolt.com,sales@webbbolt.com,P.O. Box 547608,Orlando,FL,32854,1954,R,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA0490,No,5072,,499443,2020FLZZ,ZZWD,2003,5, ,AABB,,,
LLOYD CLARKE SPORTS,,1504 N.W. 13th St.,Gainesville,FL,32601,3523727836,8,"Distributor of sporting goods & screen-printed & embroidery apparel, including basketball jerseys",Lloyd Clarke,M,,Owner,Tina Howard,F,Q,Off. Mgr.,3523354300,,www.lloydclarkesports.com,gofaster@lloydclarkesports.com,,,,,1976,L,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SP0240,No,5091,5136,499444,2020FLZZ,ZZWD,2003,8, ,AABB,,,
SUNBELT TRANSPORT REFRIGERATION LTD.,,5635 E. Powhattan Ave.,Tampa,FL,33610,8136265101,15,"Distributor of truck, trailer & container refrigeration parts & components for transport refrigeration trucks & vehicles, including small & large bus air conditioning units & anti-idle APU units",Sue Bancroft,F,Q,Comp.,Fred Erwin,M,,"Hum. Res., IT & Opers. Mgr.",8136265102,,www.sunbeltcarrier.com,jorge.ruizcalderon@sunbeltcarrier.com,,,,,1996,L,2,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE0617,No,5012,5078,499467,2020FLZZ,ZZWD,2003,5, ,AABB,,,
HOUSE OF WU,,14975 Technology Ct.,Fort Myers,FL,33912,2392777099,36,Wholesaler of bridal & prom dresses & accessories,Wen Wu,M,Q,Owner,Janine Ammons,F,,Off. Admn.,2392779863,8007328077,www.houseofwu.com,info@houseofwu.com,,,,,1990,N,I,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL0804,No,5137,,499511,2020FLZZ,ZZWD,2003,4, ,AABB,,,
"MERITS HEALTH PRODUCTS, INC.",,730 N.E. 19th Pl.,Cape Coral,FL,33909,2397720579,22,"Distributor of home healthcare, mobility & rehabilitation products for people with mobility & respiratory problems",Jonathan Cheng,M,,V-P.,Michelle Hendry,F,,Cont.,2397723252,8009637487,www.meritsusa.com,todd@meritsusa.com,,,,,1993,N,I,$11Mil,"90,000",N,David Jones,M,,"Dir., Sales, Rehab Div.",Chris Blackmore,M,,"Dir., Sales & Mktg.",Todd Aiazzone,M,Q,"Dir., Special Projs.",Maricely Rosa,F,,"Dir., Hum. Res.",Michael Huges,M,,"Natl. Sales Mgr., E. Coast",Matt Pennington,M,,"Natl. Sales Mgr., W. Coast",Mark Kidder,M,,"Sales Mgr., Natl.",James Ferrara,M,,IT Mgr.,,,,,HO0155,No,5047,,499527,2020FLZZ,ZZWD,2003,5, ,AABB,,,
"AVIATION INSTRUMENT SERVICES, INC.",,12181 S.W. 129th Ct.,Miami,FL,33186,3052517200,17,"Distributor of aircraft instruments, parts & avionics",James J. Sensale,M,,Pres.,Brad Sensale,M,,Qual. Assur. Mgr.,3052512300,,www.aviation-instrument.com,sales@aviation-instrument.com,,,,,1977,I,I,$8Mil,"21,000",Y,Felix Sensale,M,,Sales Rep.,Floyd Orsillo,M,Q,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI0260,No,5088,,499827,2020FLZZ,ZZWD,2003,5, ,AABB,,,
KEHE DISTRIBUTORS,,405 Golfway W. Dr.,St. Augustine,FL,32095,9049402100,200,Distributor of health food products,Ray Steele,M,Q,"V-P., IT Bus.",,,,,9049402264,8002602424,www.kehe.com,contactus@kehe.com,P.O. Box 389,St. Augustine,FL,32085,1951,N,I,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KeHE Distributors, LLC",Naperville,IL,6303430000,FO0520,No,5141,,502445,2020FLZZ,ZZWD,2003,1,,,,"1245 E. Diehl Rd., Ste. 200",60563
"COASTAL CABINETS, INC.",,"501-10 State St., P.O. Box 535",Bunnell,FL,32110,3864373282,4,Distributor of kitchen & bathroom cabinets,Greg Shugg,M,,Pres.,Kim Shugg,F,Q,V-P.,3864373854,,,coastalcabinets@gmail.com,,,,,1985,L,S,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA0170,No,5031,,502489,2020FLZZ,ZZWD,2003,9, ,AABB,,,
"ARBON EQUIPMENT, INC.",,"6701 Benjamin Rd., Ste. 500",Tampa,FL,33634,8132490281,5,"Distributor of loading dock equipment for commercial applications, including fiberglass cold storage doors",Mike Trump,M,,Opers. Mgr.,Kristine Burns,F,Q,Serv. Coord.,4074381964,8008331636,www.arbonequipment.com,info@arbonequipment.com,,,,,1965,I,I,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rite-Hite Corp.,Milwaukee,WI,4143552600,LO0045,No,5084,,502532,2020FLZZ,ZZWD,2003,9,R,AAM3,,8900 N. Arbon Dr.,53223
"VILLAGE ORIGINALS, INC.",,"1125 Gills Dr., Ste. 800",Orlando,FL,32824,4078554004,8,Wholesaler of custom precious jewelry,Jim Gehring,M,Q,Pres.,,,,,4078552441,,www.villageoriginals.com,info@villageoriginals.com,2003 Viscount Row,Orlando,FL,32809,1972,I,I,$1Mil-$2.5Mil,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JE0190,No,5094,,1079501,2020FLZZ,ZZWD,1982,8, ,AABB,,,
"A. W. K. INDUSTRIES, INC.",,7194 Rose Ave.,Orlando,FL,32810,4072931329,3,Distributor of water meters,Henry Zielinski,M,Q,Pres.,,,,,4072946244,,awkindustriesinc.com,awkindustriesinc@bellsouth.net,P.O. Box 547872,Orlando,FL,32854,1964,R,1,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WA0510,No,5084,,1160234,2020FLZZ,ZZWD,1988,8, ,AABB,,,
AMERICAN BUILDERS SUPPLY,,1801 S.W. 7th St.,Winter Haven,FL,33880,8632940611,11,Distributor of building materials,Jerry Maze,M,Q,Coordinator,,,,,8632931561,,www.americanbuildsupply.com,hr@americanbuildsupply.com,,,,,2009,L,I,$10Mil-$25Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Builders Supply Co.,Sanford,FL,4073213667,BU0220,No,5031,5033,1160629,2020FLZZ,ZZWD,1985,5, ,AABB,,2801 W. Airport Blvd.,32771
"ALLIED PLATING SUPPLIES, INC.",,5000 E. 10th Ct.,Hialeah,FL,33013,3056818531,20,Distributor of plating machine equipment,Leonard F. Marinello,M,,Pres.,John P. Franzosa,M,,Opers. Mgr.,3056885334,8004328692,www.alliedplating.com,info@alliedplating.com,,,,,1957,I,I,$6Mil-$10Mil,"35,000",Y,Anne Cerami,F,Q,Off. & Pers. Mgr.,Silvana Perez,F,,Export Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL1760,No,5084,,1160799,2020FLZZ,ZZWD,1985,5, ,AABB,,,
"PALM BEACH HURRICANE WINDOWS, INC.",,"925 S. Military Trl., Ste. D-5",West Palm Beach,FL,33415,5616878332,6,Distributor of aluminum & vinyl impact & non-impact hurricane doors & windows & Energy Star rated window & door products,Craig Mihalko,M,Q,"Pres. & V-P., Opers. & Sales",Walter De La Cruz,M,,Fin. Mgr.,5618280607,8887249085,www.palmbeachhurricanewindows.com,pbhwinc@gmail.com,,,,,2008,I,I,$2Mil-$3Mil,"2,500",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WI0066,No,5031,,1160856,2020FLZZ,ZZWD,1988,8,S,AACC,,,
"ANDERSON LUMBER CO., INC.",,666 49th St. S.,St. Petersburg,FL,33707,7273213111,10,Distributor of hardwood lumber products,Fred Anderson,M,Q,Pres.,,,,,,,www.andersonlumberstpete.com,,,,,,1935,L,1,"under $500,000","35,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LU0320,No,5031,,1161000,2020FLZZ,ZZWD,1985,5, ,AABB,,,
"AMERICAN COMMUNICATION SUPPLY, INC.",,"11801 28th St. N., Ste. 6",St. Petersburg,FL,33716,7275732550,42,Distributor of new & refurbished telecommunications equipment & systems,Robert Dean,M,,"Pres., CFO",James Pierson,M,,GM,7275732432,8003312795,www.acsiinc.com,info@acsiinc.com,3200 46th Ave. N.,St. Petersburg,FL,33714,1976,N,I,$2Mil-$3Mil,"17,500",N,Kevin Sellers,M,Q,Sales & Mktg. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE0037,No,5065,,1161287,2020FLZZ,ZZWD,1986,4,S,AAN1,,,
ALABAMA METAL INDUSTRIES CORP.,AMICO,1033 Pine Chase Ave.,Lakeland,FL,33815,8636889256,8,Distributor of metal lathes & plastering accessories,Ashley Carver,F,,"Br. Mgr. & Sales Rep., Inside",Melanie Cranford,F,,Sales Rep.,8636882242,8004872511,www.amico-online.com,info@amico-online.com,,,,,1939,R,C,$11Mil-$16Mil,"50,000",N,Mike Lintz,M,Q,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMICO, A Gibraltar Industries Co.",Birmingham,AL,2057872611,IN0453,No,5084,5085,1161654,2020FLZZ,ZZWD,1988,9, ,AABB,,"3245 Fayette Ave., P.O. Box 3928",35208
BANKS SAFE & LOCK CO.,,7108  N.W. 72nd Ave.,Miami,FL,33166,9547623565,9,"Wholesaler of high security, drop & depository safes, safe deposit boxes, networking entry locks & fireproof file cabinets",Richard Dragin,M,,"Pres., CEO",Judith Jack,F,,CFO,9547623566,,www.bankssafeco.com,sales@bankssafeco.com,,,,,1961,L,I,$1Mil-$1.5Mil,"5,500",N,Jennifer Hunter,F,Q,"Dir., Mktg.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SA0037,No,5044,,1161937,2020FLZZ,ZZWD,1986,9, ,AABB,3058879811,,
BROWN & CO.,,10102 Aileron Ave.,Pensacola,FL,32506,8504535426,4,Wholesaler of automatic tee-up golf machines,Patrick Brown,M,,Pres.,Lou Brown,M,,GM,8504531795,,www.teeit.com,sales@teeit.com,,,,,1980,I,I,"$500,000-$1Mil","20,000",N,Adrian Brak,M,Q,Engr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO0095,No,5091,5046,1162191,2020FLZZ,ZZWD,1988,8, ,AABB,,,
"COB INDUSTRIES, INC.",,6909 Vickie Cir.,West Melbourne,FL,32904,3217233200,7,Wholesaler of pipe freezing equipment,Ruth O'Brien,F,,Owner & CEO,"Cletus M. O'Brien, Jr.",M,,"Pres., Sales & Mktg. Mgr.",3219848455,8004311311,www.cob-industries.com,sales@cob-industries.com,P.O. Box 361175,Melbourne,FL,32936,1969,I,I,$2.6Mil-$5Mil,"4,200",N,Veronica O'Brien,F,,"V-P., Fin.",Juanita Abrams,F,Q,Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI0585,No,5074,,1162279,2020FLZZ,ZZWD,1985,9, ,AABB,,,
"BUILDERS FIRSTSOURCE, INC.",,13750 U.S. Highway 19 N.,Clearwater,FL,33764,7275356435,27,Distributor of lumber for residential & commercial building & construction projects,Paul Essenburg,M,Q,GM,,,,,7273273404,,www.bldr.com,info@bldr.com,,,,,2007,I,C,-,"50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Builders FirstSource, Inc.",Dallas,TX,2148803500,LU0260,No,5031,,1162438,2020FLZZ,ZZWD,1986,4, ,AABB,,"2001 Bryan St., Ste. 1600",75201
"BRENNTAG MID-SOUTH, INC.",,1575 Sunshine Dr.,Clearwater,FL,33765,7274616116,30,Distributor of chemicals,Brant Wilson,M,,Hum. Res. & Plt. Mgr.,Kathleen Copeland,F,,Cust. Serv. Mgr.,7274414795,8003306121,www.brenntagmid-south.com,,"50 S. Belcher Rd., Ste. 114",Clearwater,FL,33765,1984,L,C,$35Mil,,N,Shedara Binkley,F,Q,Cust. Serv. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brenntag Mid-South, Inc.",Henderson,KY,2708301200,CH0388,No,5169,,1162827,2020FLZZ,ZZWD,1986,4, ,AABB,,1405 Highway 136 W.,42420
COMA CAST CORP.,,4383 S.W. 70th Ct.,Miami,FL,33155,3056653664,20,"Distributor of clay & concrete roof tiles for residential, commercial & industrial applications",Manuel Menendez,M,Q,Pres.,Armando Galaz,M,,GM,3056659626,,www.comcastcorp.com,,,,,,1973,R,I,$7Mil-$15Mil,"54,000",N,Armando Vazquez,M,,Plt. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RO0465,No,5032,,1162844,2020FLZZ,ZZWD,1985,5, ,AABB,3056653665,,
"ONE STEP PAPERS, LLC",Transfer Paper Experts,"12105 S.W. 130th St., Unit 202 & 203",Miami,FL,33186,3052382296,10,Wholesaler of transfer papers & coatings,Rodney Croes,M,Q,"Pres., R & D Mgr.",,,,,3052519477,8002324657,www.onesteppapers.com,info@onesteppapers.com,,,,,2002,I,L,$3Mil-$4Mil,"15,000",Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stahls' ID Direct,Saint Clair Shores,MI,5867726161,SC0380,No,5113,,1163006,2020FLZZ,ZZWD,1988,5, ,AABB,,20600 Stephens St.,48080
CENTRAL ICE CO.,,206 Stewart St.,Auburndale,FL,33823,8639677336,5,Distributor of packaged cube & block ice,Whitney Countryman,F,,Pres.,Kailynn Foster,F,Q,Manager,8639672182,,,centralice2@gmail.com,,,,,1974,L,S,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IC0006,No,5199,,1163128,2020FLZZ,ZZWD,1985,9,,,,,
"CRESS CHEMICAL & EQUIPMENT CO., INC.",,519 19th St.,Orlando,FL,32805,4074252846,4,Distributor of cleaning chemicals & pressure washers,Stephen L. Cressman,M,Q,Pres.,,,,,4078490827,,,,P.O. Box 555649,Orlando,FL,32855,1970,R,S,"under $500,000","5,600",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH0688,No,5169,5046,1163318,2020FLZZ,ZZWD,1985,7, ,AABB,,,
"CRYSTAL SPRINGS WATER CO., INC.","DS Waters Of America, Inc.",8774 4th Ave.,Jacksonville,FL,32208,9047683480,23,Distributor of bottled water for homes & offices,Bob Spara,M,,Area Mgr.,Carl Patterson,M,,Opers. Mgr.,9047684451,8002357873,www.water.com,customerservice@dsservices.com,,,,,1911,R,I,-,"3,500",N,Mike Nelson,M,,"Dev. Mgr., Route",Charlotte Losey,F,Q,Br. Coord.,,,,,,,,,,,,,,,,,,,,,,,,,"DS Services of America, Inc.",Atlanta,GA,7709331400,WA0420,No,5149,,1163348,2020FLZZ,ZZWD,1985,5, ,AABB,,"2300 Wendy Ridge Pkwy. S.E., Ste. 500 N.",30339
"CRYSTAL SPRINGS WATER CO., INC.",,5331 N.W. 35th Ter.,Fort Lauderdale,FL,33309,9547336880,60,Distributor of bottled water,Lee Howe,F,Q,Sales Mgr.,Bob Spears,M,,Area Mgr.,9547334370,8004447873,www.water.com,lmorales@water.com,,,,,1921,L,I,-,"75,000",N,Lucio Morales,M,,Br. Mgr.,Brian White,M,,Prodn. Mgr.,Nick Buchanan,M,,"Opers. Mgr., Rte.",Frank De La Fuente,M,,R & D Mgr.,,,,,,,,,,,,,,,,,"DS Services of America, Inc.",Atlanta,GA,7709331400,WA0420,No,5199,,1163357,2020FLZZ,ZZWD,1988,3, ,AABB,,"2300 Wendy Ridge Pkwy. S.E., Ste. 500 N.",30339
"DELTA PICTURE FRAME CO., INC.",,8076 N.W. 74th Ave.,Miami,FL,33166,3055926456,15,Distributor of picture frame mouldings,Jeff Mandel,M,,Pres.,Mary Ann Malone,F,,V-P.,3055949085,8003275482,www.deltapictureframe.com,bolivar@deltapictureframe.com,,,,,1975,N,I,-,"25,000",Y,Bolivar Rodriguez,M,Q,GM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO0967,No,5099,5199,1164096,2020FLZZ,ZZWD,1985,5,,,,,
MACKINNON EQUIPMENT & SERVICES,,6907 Broadway Ave.,Jacksonville,FL,32254,9046939200,31,"Distributor of new & used truck mounted forklifts, construction equipment, sweepers, scrubbers & warehouse rack & storage products",Alex MacKinnon,M,Q,Pres.,,,,,9046930155,8003400451,www.mackinnonequipment.com,alex@mackinnonequipment.com,,,,,1993,R,S,$5Mil-$10Mil,"40,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Briggs Equipment,Tampa,FL,8136214671,FO1466,No,5084,5082,1164690,2020FLZZ,ZZWD,1986,4, ,AABB,,2230 N. Highway 301,33619
EAST PENN AMERICAN BATTERY,East Penn Mfg. * Deka Batteries * American Batteries,"2800 S.W. 4th Ave., Ste. 20",Fort Lauderdale,FL,33315,9544678967,30,"Distributor of lead-acid batteries, battery accessories & wire & cable products",Ed Porro,M,,GM & Pur. Agt.,Marty Tyndall,M,Q,Hum. Res. Mgr.,9545836898,,www.dekabatteries.com,orders@dekabatteries.com,,,,,1954,I,I,$1Mil-$5Mil,"30,000",,Jeff Benedix,M,,Sales Rep.,Carlos Munoz,M,,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,East Penn Mfg. Co.,Lyon Station,PA,6106826361,BA1047,No,5013,5063,1164892,2020FLZZ,ZZWD,1988,4, ,AABB,,"1 Deka Rd., P.O. Box 147",19536
"FLOW CARPETS, INC.",,1608 N.E. 205th Ter.,North Miami Beach,FL,33179,3056522111,2,Wholesaler of area rugs & carpeting,Jeff Konner,M,Q,Pres.,,,,,3056521441,,www.flowcarpets.com,info@flowcarpets.com,,,,,1976,I,S,"under $500,000","2,000",Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RU0275,No,5023,,1164895,2020FLZZ,ZZWD,1985,8, ,AABB,,,
"FLUID POWER COMPONENTS, INC.",,6730 Suemac Pl.,Jacksonville,FL,32254,9047815337,17,"Distributor of hydraulics, including hoses, fittings, pneumatics, pumps, motors, valves, cylinders, controls & power units",Reed Overstreet,M,,"Pres., CEO",Ruth McKinney,F,Q,"V-P., Secy.",9047815370,,,rickh@fpcus.com,,,,,1978,N,I,$3Mil-$4Mil,"22,700",N,Rick Hale,M,,"V-P., MIS",Steve Pihl,M,,GM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HY0260,No,5063,5072,1164944,2020FLZZ,ZZWD,1986,5, ,AABB,,,
SOUTHEASTERN FOOD SUPPLIES,,3402 Queen Palm Dr.,Tampa,FL,33619,8136288182,100,Wholesaler of Asian food products & seafood,Stanley Yu,M,Q,Pres.,,,,,8136359701,,www.sefoodsupplies.com,info@sefoodsupplies.com,,,,,1976,R,I,$1Mil-$5Mil,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southeastern Food Supplies,Miami,FL,3056882228,FO0250,No,5141,5146,1165056,2020FLZZ,ZZWD,1985,1, ,AABB,,11077 N.W. 36th Ave.,33167
FLORIDA BANCORP SUPPLY,,"2111 E. Michigan St., Ste. 108, P.O. Box 560128",Orlando,FL,32806,4078966070,4,Wholesaler of office supplies & imaging products,Mark Smith-Berger,M,,Pres.,Beth Schumacher,F,Q,V-P.,4078964928,8005625173,www.fbsupply.com,floridabancorpsupply@att.net,,,,,1976,L,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OF0120,No,5112,5043,1165231,2020FLZZ,ZZWD,1988,9, ,AABB,,,
"FLORIDA DOOR & SUPPLY, INC.",,2411 Bellevue Ave.,Daytona Beach,FL,32114,3862537898,14,"Wholesaler of interior & exterior pre-hung doors, windows, mouldings, millwork, locksets, door hardware & accessories",Mark Paterniti,M,,Pres.,Russell Sapsford,M,,Pur. Mgr.,3862537665,,www.floridadoor.com,florida.door@yahoo.com,,,,,1984,L,I,$1Mil-$2.5Mil,"9,200",N,Sandra Comparato,F,Q,Hum. Res. & Off. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO0200,No,5031,5072,1165267,2020FLZZ,ZZWD,1985,5, ,AABB,,,
WACO FILTERS CORP.,,"11701 N.W. 100th Rd., Ste. 1",Medley,FL,33178,3058851899,10,Distributor of industrial filters,Randy Moore,M,Q,R & D Mgr.,Patricia Lindsay,F,,Cust. Serv. Leader,3058852434,8004773458,www.wacofilters.com,contactus@wacofilters.com,,,,,1998,I,I,$25Mil-$100Mil,"20,000",N,John Teate,M,,Cust. Serv. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waco Filters Corp.,Norristown,PA,6106304800,FI0433,No,5084,5085,1165283,2020FLZZ,ZZWD,1985,5, ,AABB,,2546 General Armistead Ave.,19403
"CEMEX, INC.",,12501 Alico Rd.,Fort Myers,FL,33913,2392678181,80,Wholesaler of aggregates,William Riley,M,,Sales Mgr.,Gary Parker,M,Q,Plt. Mgr.,2392675558,,www.cemexusa.com,mr@cemex.com,,,,,1926,R,C,$10Mil-$25Mil,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CEMEX, Inc.",West Palm Beach,FL,5618335555,AG0005,No,5032,,1165429,2020FLZZ,ZZWD,1985,3, ,AABB,,1501 Belvedere Rd.,33406
"GTI INDUSTRIES, INC.",,3303 N.W. 112th St.,Miami,FL,33167,3056815000,45,"Distributor of packaging supplies, material handling equipment & janitorial products for the food processing industry",Steve Zuckerman,M,,Pres.,Wendy Bello,F,,Sales Mgr.,3056883204,8002738311,www.gtiindustries.com,sales@gti-inc.com,,,,,1972,R,I,-,"40,000",N,Manny Martinez,M,Q,MIS & Opers. Mgr.,Rosita Otero,F,,Hum. Res. Mgr.,Ori Rubio,F,,Cust. Serv. Rep.,Israel Luna,M,,Cust. Serv. Rep.,,,,,,,,,,,,,,,,,,,,,PA0288,No,5085,5084,1165612,2020FLZZ,ZZWD,1985,4, ,AABB,,,
"GOLF CAR SYSTEMS, INC.",,"5325 140th Ave. N., Ste. 100",Clearwater,FL,33760,7275360416,30,"Distributor of new, used & remanufactured electric golf carts for individuals & commercial accounts, including fleet maintenance & repair service","William A. Dodd, Jr.",M,Q,"Pres., CEO",Dave Gillespie,M,,"V-P., FL Opers.",7275307994,8003454376,www.golfcars.com,info@golfcars.com,,,,,1973,N,I,$1Mil,"25,000",N,David Jones,M,,"V-P., Field Serv.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO0088,No,5088,,1165705,2020FLZZ,ZZWD,1988,4, ,AACC,,,
GALAXY CHEMICAL CORP.,Galaxy Pool,2041 Whitfield Park Ave.,Sarasota,FL,34243,9417586126,15,Distributor of janitorial supplies,Allan Sanger,M,Q,Pres.,Jill McCarthy,F,,Off. Mgr.,9417519412,8007808545,galaxypoolonline.com,gccgps@aol.com,,,,,1976,L,I,"$500,000-$1Mil","6,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JA0045,No,5169,5085,1165751,2020FLZZ,ZZWD,1985,5, ,AABB,,,
"MICRO MATIC SOUTHEAST, INC.",,2364 Simon Ct.,Brooksville,FL,34604,3527996331,5,Distributor of draft beer dispensing equipment,Jeffrey Tucker,M,,"Sales Mgr., Regional",Debbie Phillips,F,,Opers. Mgr.,3527962429,8663274159,www.micromatic.com,sales@micro-matic.com,,,,,1973,I,I,$3Mil-$5Mil,"19,500",N,Tom Ward,M,Q,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DI0840,No,5078,,1165800,2020FLZZ,ZZWD,1985,9, ,AABB,,,
"SLIPAWAY CERAMICS, INC.",,1330 20th St. N.,St. Petersburg,FL,33713,7278238737,2,"Wholesaler of ceramic, glass & pottery painting supplies",Linda Wibberg,F,Q,Owner,,,,,,,www.slipawayceramics.com,silpwawayceramics@yahoo.com,,,,,1977,N,I,-,"6,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CE0186,No,5199,,1166155,2020FLZZ,ZZWD,1988,9, ,AABB,,,
"HATCH ENTERPRISES, INC.",,"8199 Highway 27, P.O. Box 238",Branford,FL,32008,3869351419,8,Wholesaler of agricultural lime,Chuck Hatch,M,Q,CEO,Lee Hatch,M,,V-P.,,,,,,,,,1967,R,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LI0539,No,5191,,1166355,2020FLZZ,ZZWD,1988,9, ,AABB,,,
"ISAAC INDUSTRIES, INC.",,7330 N.W. 36th Ave.,Miami,FL,33147,3058364040,15,Distributor of chemicals,David Evan,M,Q,Pres.,,,,,3058362403,,,david@isaacind.com,P.O. Box 414507,Miami,FL,33141,1971,I,S,$50Mil,"30,000",Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH0388,No,5169,,1166721,2020FLZZ,ZZWD,1985,5, ,AABB,,,
"INLET FISHERIES, INC.",,22 N. Causeway Dr.,Fort Pierce,FL,34946,7724646722,10,Distributor of seafood,Glenda Macon,F,Q,Dir. & Hum. Res. Mgr.,Cathy Hegedus,F,,Dir.,7724643178,,,,P.O. Box 3604,Fort Pierce,FL,34948,1976,R,I,$2Mil-$3Mil,"5,000",N,Tammi Casson,F,,Dir.,Kelly Casson,F,,Dock Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE0006,No,5146,,1166998,2020FLZZ,ZZWD,1985,5, ,AABB,,,
"JACKSON EQUIPMENT, INC.",,552458 U.S. Highway 1,Hilliard,FL,32046,9048453696,3,"Wholesaler of knuckleboom loader trucks for tree service, debris removal, storm & disaster, recycling, mulch & construction companies",William J. Schuetz,M,,Pres.,Anna Lloyd,F,Q,Hum. Res. & Off. Mgr.,9048453965,,,jackequip@aol.com,,,,,1971,R,I,$1Mil,500,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR1023,No,5012,5084,1167172,2020FLZZ,ZZWD,1985,9, ,AABB,,,
